t	P	cov	vg_gcta.x.mean	vg_gcta.x.CI95l	vg_gcta.x.CI95r	vg_GRMvarX.x.mean	vg_GRMvarX.x.CI95l	vg_GRMvarX.x.CI95r	vg_GRMld.x.mean	vg_GRMld.x.CI95l	vg_GRMld.x.CI95r	vg_gcta_wganc.x.mean	vg_gcta_wganc.x.CI95l	vg_gcta_wganc.x.CI95r	vg_GRMvarX_ganc.x.mean	vg_GRMvarX_ganc.x.CI95l	vg_GRMvarX_ganc.x.CI95r	vg_GRMld_ganc.x.mean	vg_GRMld_ganc.x.CI95l	vg_GRMld_ganc.x.CI95r	ve_GRMstd.mean	ve_GRMstd.CI95l	ve_GRMstd.CI95r	ve_GRMvarx.mean	ve_GRMvarx.CI95l	ve_GRMvarx.CI95r	ve_GRMld.mean	ve_GRMld.CI95l	ve_GRMld.CI95r	ve_GRMstd_ganc.mean	ve_GRMstd_ganc.CI95l	ve_GRMstd_ganc.CI95r	ve_GRMvarx_ganc.mean	ve_GRMvarx_ganc.CI95l	ve_GRMvarx_ganc.CI95r	ve_GRMld_ganc.mean	ve_GRMld_ganc.CI95l	ve_GRMld_ganc.CI95r	h2_GRMstd.mean	h2_GRMstd.CI95l	h2_GRMstd.CI95r	h2_GRMvarx.mean	h2_GRMvarx.CI95l	h2_GRMvarx.CI95r	h2_GRMld.mean	h2_GRMld.CI95l	h2_GRMld.CI95r	h2_GRMstd_ganc.mean	h2_GRMstd_ganc.CI95l	h2_GRMstd_ganc.CI95r	h2_GRMvarx_ganc.mean	h2_GRMvarx_ganc.CI95l	h2_GRMvarx_ganc.CI95r	h2_GRMld_ganc.mean	h2_GRMld_ganc.CI95l	h2_GRMld_ganc.CI95r	vg_gcta.y	vg_GRMvarX.y	vg_GRMld.y	vg_gcta_wganc.y	vg_GRMvarX_ganc.y	vg_GRMld_ganc.y	var.prs.geno	exp.theta	exp.var.theta	va.term4	va.term1	va.term2	va.term3	exp.vg	exp.vgamma
 2	0.9	neg	0.9559609	0.9487263	0.9630841	0.9775887	0.9714046	0.9852687	0.9329434	0.9258475	0.9420978	0.9557602	0.9491620	0.9627537	0.9766744	0.9709741	0.9833462	0.9342333	0.9264624	0.9459313	0.2320303	0.2288393	0.2346661	0.2321906	0.2286254	0.2355245	0.2322156	0.2276408	0.2359133	0.2328476	0.2293818	0.2365522	0.2323429	0.2295273	0.2359215	0.2323053	0.2292906	0.2353482	0.8044369	0.8022204	0.8071632	0.8079635	0.8051989	0.8105437	0.8006057	0.7990996	0.8021532	0.8047476	0.8021867	0.8071228	0.8078165	0.8055714	0.8102364	0.8007276	0.7989867	0.8024030	0.9556454	0.9770539	0.9332127	0.9556794	0.9771061	0.9339142	0.9312062	0.09874954	0.08452212	-0.040712208	0.9305841	0.021441367	0.020363024	0.9316763	1.092183e-03
 2	0.9	pos	0.9467869	0.9406819	0.9522842	0.9691040	0.9635504	0.9751245	1.3126583	1.2965684	1.3339557	0.9469844	0.9420626	0.9528322	0.9691278	0.9638525	0.9755556	0.9352633	0.9259494	0.9481570	0.3280495	0.3250966	0.3314051	0.3279193	0.3235829	0.3309097	0.3284694	0.3251784	0.3313647	0.3278426	0.3242406	0.3310644	0.3284302	0.3248129	0.3315320	0.3310013	0.3277469	0.3346922	0.7426587	0.7406822	0.7444736	0.7469885	0.7454256	0.7489230	0.7998577	0.7985640	0.8019143	0.7425359	0.7411480	0.7441184	0.7469000	0.7449516	0.7486517	0.7389059	0.7360608	0.7411556	0.9466237	0.9686436	1.3123942	0.9469122	0.9689317	0.9362782	1.3177489	0.09874954	0.08452212	 0.342016389	0.9305841	0.021441367	0.020363024	1.3144049	3.838208e-01
20	0.0	neg	0.9925207	0.9867298	0.9987481	0.9958715	0.9895535	1.0030314	0.9874274	0.9792271	0.9964875	0.9918027	0.9853550	0.9975672	0.9964869	0.9890672	1.0033045	0.9880931	0.9794232	0.9968852	0.2501788	0.2476344	0.2539170	0.2498918	0.2469209	0.2525898	0.2499344	0.2473006	0.2538222	0.2500149	0.2474110	0.2533906	0.2499773	0.2476577	0.2535731	0.2498590	0.2466645	0.2524956	0.7987031	0.7962011	0.8006771	0.7993471	0.7965586	0.8010849	0.7979554	0.7963831	0.7994215	0.7987615	0.7961185	0.8006951	0.7994053	0.7974443	0.8010894	0.7979934	0.7967581	0.7994243	0.9918598	0.9958989	0.9876955	0.9919383	0.9959772	0.9879616	0.9937512	0.51703184	0.01705303	-0.008214020	0.9391176	0.060159981	0.004108406	0.9951720	5.605437e-02
20	0.0	pos	0.9962526	0.9896982	1.0025802	1.0009001	0.9939536	1.0067646	1.0611638	1.0527569	1.0685564	0.9948346	0.9886117	1.0010583	0.9991351	0.9927205	1.0047578	1.0194321	1.0100881	1.0270337	0.2689873	0.2667959	0.2707921	0.2690453	0.2668954	0.2710959	0.2690399	0.2669047	0.2711149	0.2691337	0.2668868	0.2708547	0.2690719	0.2673871	0.2707909	0.2695609	0.2670880	0.2712155	0.7871090	0.7846772	0.7889216	0.7880945	0.7863238	0.7902181	0.7977279	0.7959230	0.7994449	0.7871549	0.7847764	0.7893801	0.7879313	0.7859390	0.7896939	0.7910887	0.7888344	0.7931796	0.9958814	1.0001336	1.0612760	0.9952771	0.9995222	1.0190126	1.0647466	0.51703184	0.01705303	 0.069004593	0.9391176	0.060159981	0.004108406	1.0723906	1.332730e-01
20	0.9	neg	0.9993837	0.9957524	1.0034278	1.0356491	1.0313325	1.0399155	0.9610258	0.9473387	0.9724991	0.9989789	0.9953205	1.0031966	1.0363721	1.0325582	1.0405853	0.9622402	0.9517490	0.9732583	0.2382906	0.2342553	0.2416767	0.2386057	0.2355201	0.2414481	0.2386069	0.2345647	0.2425795	0.2385497	0.2349852	0.2425281	0.2386189	0.2345668	0.2423118	0.2387712	0.2350997	0.2422271	0.8070063	0.8050518	0.8092601	0.8127906	0.8106723	0.8153424	0.8007545	0.7988459	0.8022908	0.8071146	0.8046141	0.8092834	0.8125850	0.8104041	0.8148124	0.8009599	0.7994253	0.8021470	0.9989993	1.0358778	0.9603417	0.9990459	1.0359289	0.9610513	0.9595194	0.51703184	0.14701160	-0.070811840	0.9391176	0.060159981	0.035417957	0.9638837	2.476610e-02
20	0.9	pos	1.0014958	0.9920661	1.0094745	1.0385455	1.0277153	1.0466985	1.6404066	1.6220438	1.6554117	1.0005974	0.9928386	1.0084276	1.0367461	1.0289087	1.0459001	0.9729156	0.9646181	0.9807111	0.4113788	0.4067434	0.4157583	0.4111404	0.4073066	0.4149225	0.4111982	0.4071097	0.4150049	0.4113189	0.4074222	0.4149638	0.4109621	0.4069670	0.4142426	0.4145589	0.4097069	0.4190556	0.7089181	0.7060717	0.7113746	0.7164578	0.7139546	0.7183488	0.7994525	0.7978227	0.8010985	0.7086603	0.7056218	0.7113804	0.7161118	0.7134768	0.7186749	0.7010592	0.6986524	0.7031647	1.0012411	1.0381682	1.6393662	1.0004138	1.0372141	0.9732600	1.6379615	0.51703184	0.14701160	 0.594878321	0.9391176	0.060159981	0.035417957	1.6295739	6.904563e-01
 3	0.0	neg	0.9596841	0.9565727	0.9626910	0.9733618	0.9689401	0.9776745	0.9512809	0.9424409	0.9598794	0.9601939	0.9567932	0.9642292	0.9735717	0.9692452	0.9773003	0.9519294	0.9440686	0.9610191	0.2381277	0.2359474	0.2398986	0.2381414	0.2360077	0.2402159	0.2382030	0.2360386	0.2402632	0.2380800	0.2359562	0.2402510	0.2380626	0.2358571	0.2400908	0.2383189	0.2360869	0.2402444	0.8012421	0.7996706	0.8030214	0.8034356	0.8020544	0.8049494	0.7998197	0.7986398	0.8010925	0.8012366	0.7997451	0.8028417	0.8034408	0.8021134	0.8050051	0.7998426	0.7984413	0.8014618	0.9599729	0.9735190	0.9516596	0.9599866	0.9735292	0.9521312	0.9511571	0.12944944	0.05142774	-0.024771465	0.9312104	0.027149765	0.012389943	0.9459786	1.476824e-02
 3	0.0	pos	0.9566590	0.9489996	0.9631086	0.9710411	0.9632294	0.9779258	1.1871312	1.1735450	1.1980420	0.9578917	0.9501326	0.9664832	0.9708650	0.9639133	0.9791281	0.9748361	0.9617063	0.9851390	0.2968392	0.2929491	0.3013608	0.2978687	0.2930582	0.3027862	0.2970441	0.2911832	0.3022019	0.2972356	0.2920932	0.3028468	0.2966224	0.2919426	0.3022788	0.2989994	0.2939083	0.3045791	0.7628883	0.7588980	0.7662484	0.7654892	0.7617192	0.7686384	0.7995593	0.7975131	0.8014202	0.7633172	0.7600197	0.7666774	0.7658323	0.7621656	0.7689141	0.7649114	0.7627042	0.7667682	0.9572814	0.9706687	1.1875274	0.9575968	0.9709918	0.9747975	1.1863744	0.12944944	0.05142774	 0.208100900	0.9312104	0.027149765	0.012389943	1.1788510	2.476406e-01
 3	0.9	neg	0.9542455	0.9477836	0.9621900	0.9810061	0.9743041	0.9878508	0.9227611	0.9133994	0.9305185	0.9535676	0.9450892	0.9627418	0.9802269	0.9732296	0.9881249	0.9232383	0.9152683	0.9296603	0.2327649	0.2289443	0.2358031	0.2327513	0.2302158	0.2353817	0.2326955	0.2292909	0.2353715	0.2325874	0.2292439	0.2351182	0.2325730	0.2288782	0.2352445	0.2327531	0.2296070	0.2353072	0.8040508	0.8014567	0.8070504	0.8080479	0.8053162	0.8110088	0.7985665	0.7966980	0.8001975	0.8039074	0.8012168	0.8071909	0.8081828	0.8050107	0.8108655	0.7985183	0.7967510	0.8008925	0.9541955	0.9800067	0.9226564	0.9542205	0.9800490	0.9233987	0.9278818	0.12944944	0.10428665	-0.050232292	0.9312104	0.027149765	0.025124685	0.9332526	2.042157e-03
 3	0.9	pos	0.9651540	0.9608210	0.9684810	0.9929547	0.9891589	0.9972076	1.4141576	1.4054231	1.4256618	0.9644178	0.9604173	0.9691881	0.9914825	0.9870660	0.9962497	0.9422444	0.9340500	0.9509441	0.3524312	0.3484180	0.3556027	0.3523497	0.3492087	0.3558467	0.3522429	0.3478882	0.3557639	0.3520804	0.3480594	0.3553814	0.3525879	0.3488129	0.3553112	0.3549496	0.3502353	0.3581699	0.7328645	0.7308825	0.7349568	0.7380184	0.7360403	0.7400082	0.8005278	0.7990373	0.8023902	0.7323730	0.7306446	0.7341075	0.7378218	0.7362987	0.7398409	0.7262711	0.7240239	0.7283883	0.9652160	0.9926862	1.4143870	0.9643763	0.9917140	0.9415233	1.4104483	0.12944944	0.10428665	 0.421993014	0.9312104	0.027149765	0.025124685	1.4054779	4.742675e-01
 4	0.0	neg	0.9619592	0.9533200	0.9688732	0.9738530	0.9659982	0.9824486	0.9492295	0.9409040	0.9595427	0.9613886	0.9542337	0.9691483	0.9743063	0.9681322	0.9830204	0.9509185	0.9430123	0.9593830	0.2388381	0.2368929	0.2408645	0.2386168	0.2364201	0.2412978	0.2387821	0.2360886	0.2409779	0.2383323	0.2363407	0.2406706	0.2384691	0.2364029	0.2410649	0.2387391	0.2364647	0.2411718	0.8015236	0.7995669	0.8031633	0.8032841	0.8011861	0.8056303	0.7993020	0.7978266	0.8008186	0.8013300	0.7996711	0.8034664	0.8033992	0.8014684	0.8051291	0.7991838	0.7977706	0.8006111	0.9620169	0.9742422	0.9495970	0.9620985	0.9743281	0.9502652	0.9507825	0.15910358	0.04977403	-0.023974914	0.9318154	0.032232528	0.011991532	0.9520645	2.024915e-02
 4	0.0	pos	0.9629334	0.9575163	0.9667239	0.9756841	0.9714150	0.9799246	1.1689689	1.1624374	1.1761172	0.9626067	0.9567899	0.9667930	0.9754421	0.9711531	0.9794966	0.9753671	0.9694095	0.9826343	0.2940273	0.2922279	0.2959558	0.2940980	0.2921934	0.2963589	0.2940697	0.2922367	0.2962104	0.2938292	0.2913989	0.2962404	0.2937776	0.2914990	0.2960393	0.2959558	0.2940562	0.2985682	0.7659764	0.7646979	0.7673986	0.7683698	0.7669411	0.7700038	0.7989618	0.7976464	0.8001358	0.7660304	0.7644578	0.7672908	0.7683964	0.7669320	0.7700448	0.7674907	0.7663659	0.7687457	0.9628701	0.9756544	1.1692743	0.9627414	0.9755067	0.9757737	1.1728926	0.15910358	0.04977403	 0.201409206	0.9318154	0.032232528	0.011991532	1.1774487	2.456333e-01
 4	0.9	neg	0.9674690	0.9620248	0.9743494	0.9983484	0.9916961	1.0063647	0.9324852	0.9245744	0.9400011	0.9672071	0.9619197	0.9745948	0.9976112	0.9929813	1.0043762	0.9330525	0.9263552	0.9404338	0.2339147	0.2324119	0.2353091	0.2337834	0.2325976	0.2350571	0.2339263	0.2324442	0.2353238	0.2338025	0.2324942	0.2351812	0.2339063	0.2323626	0.2354319	0.2337985	0.2325955	0.2353235	0.8053561	0.8042783	0.8063356	0.8101842	0.8087513	0.8113075	0.7992672	0.7979271	0.8004112	0.8052786	0.8039184	0.8062697	0.8101772	0.8089235	0.8114265	0.7995871	0.7980721	0.8008057	0.9673472	0.9978838	0.9324002	0.9673767	0.9978998	0.9333467	0.9307628	0.15910358	0.12063362	-0.058106221	0.9318154	0.032232528	0.029062987	0.9350047	3.189294e-03
 4	0.9	pos	0.9682813	0.9595955	0.9755133	1.0009926	0.9928150	1.0088795	1.4853733	1.4761401	1.4966324	0.9685153	0.9587267	0.9745847	1.0007182	0.9916520	1.0077055	0.9436548	0.9351524	0.9521858	0.3695715	0.3668117	0.3722947	0.3696263	0.3669907	0.3726419	0.3697404	0.3673739	0.3722670	0.3692646	0.3665469	0.3716295	0.3691110	0.3668868	0.3719747	0.3728770	0.3700860	0.3757323	0.7237991	0.7208944	0.7267548	0.7300269	0.7272910	0.7328988	0.8007072	0.7991496	0.8021919	0.7240266	0.7207689	0.7271795	0.7305754	0.7271440	0.7336217	0.7169904	0.7135347	0.7192319	0.9682650	0.9999635	1.4852404	0.9684279	1.0001102	0.9441890	1.4800719	0.15910358	0.12063362	 0.488140561	0.9318154	0.032232528	0.029062987	1.4812515	5.494361e-01
 5	0.0	neg	0.9697908	0.9635766	0.9756809	0.9817557	0.9764818	0.9878484	0.9537689	0.9482044	0.9596042	0.9695874	0.9617167	0.9764383	0.9816793	0.9752441	0.9877591	0.9542674	0.9490253	0.9597851	0.2396294	0.2373499	0.2416419	0.2397199	0.2376430	0.2418607	0.2399518	0.2375163	0.2425925	0.2398136	0.2377631	0.2415575	0.2399065	0.2378351	0.2420809	0.2397245	0.2371969	0.2421662	0.8017049	0.8003744	0.8033375	0.8035904	0.8015546	0.8053859	0.7990640	0.7981868	0.8000602	0.8016833	0.8001191	0.8033413	0.8037596	0.8024419	0.8057319	0.7991658	0.7982255	0.8003018	0.9697611	0.9818185	0.9535234	0.9697864	0.9818423	0.9541129	0.9542622	0.18774760	0.04730544	-0.022785858	0.9323998	0.036739844	0.011396802	0.9577505	2.535079e-02
 5	0.0	pos	0.9669697	0.9604775	0.9738519	0.9792853	0.9730053	0.9869107	1.1806852	1.1695574	1.1900640	0.9666796	0.9597728	0.9735375	0.9786651	0.9708414	0.9850759	0.9971232	0.9830646	1.0081279	0.2971188	0.2941684	0.2997397	0.2975444	0.2936206	0.3003839	0.2975881	0.2944955	0.3003467	0.2976563	0.2949740	0.3006856	0.2975005	0.2945630	0.3004448	0.2989796	0.2958613	0.3018882	0.7645890	0.7620276	0.7673976	0.7671366	0.7651135	0.7698872	0.7985991	0.7971674	0.7998793	0.7647839	0.7627724	0.7672264	0.7670251	0.7648010	0.7695617	0.7690961	0.7676018	0.7711253	0.9674092	0.9793196	1.1800862	0.9671346	0.9790276	0.9971489	1.1832923	0.18774760	0.04730544	 0.191420153	0.9323998	0.036739844	0.011396802	1.1719566	2.395568e-01
 5	0.9	neg	0.9703685	0.9632320	0.9750021	1.0036475	0.9963173	1.0090201	0.9359447	0.9292483	0.9439380	0.9703788	0.9651248	0.9753506	1.0041558	0.9984759	1.0105361	0.9370800	0.9290704	0.9448568	0.2328602	0.2304847	0.2356822	0.2331275	0.2305317	0.2358599	0.2329540	0.2304980	0.2358301	0.2329792	0.2303872	0.2352348	0.2328575	0.2300033	0.2352734	0.2330508	0.2301808	0.2362015	0.8064598	0.8049399	0.8083506	0.8115675	0.8096602	0.8136330	0.8007002	0.7994009	0.8022781	0.8064197	0.8047176	0.8081319	0.8116375	0.8097285	0.8133278	0.8009514	0.7993398	0.8026825	0.9705817	1.0037925	0.9364758	0.9706293	1.0038656	0.9374390	0.9369546	0.18774760	0.13396435	-0.064527303	0.9323998	0.036739844	0.032274620	0.9368869	4.487161e-03
 5	0.9	pos	0.9746800	0.9705436	0.9792690	1.0091274	1.0037362	1.0143687	1.5427740	1.5237606	1.5554098	0.9737358	0.9695576	0.9777013	1.0081290	1.0032621	1.0131161	0.9415591	0.9296614	0.9538575	0.3841827	0.3821932	0.3862826	0.3842798	0.3824598	0.3865152	0.3842956	0.3817172	0.3863361	0.3843200	0.3821538	0.3863742	0.3843333	0.3819642	0.3862171	0.3870774	0.3846456	0.3893657	0.7171647	0.7155392	0.7192743	0.7241594	0.7222871	0.7263467	0.8005164	0.7987932	0.8022291	0.7169712	0.7152274	0.7187019	0.7240124	0.7222217	0.7259439	0.7083810	0.7048732	0.7117442	0.9746042	1.0091106	1.5430977	0.9736920	1.0080514	0.9410096	1.5393666	0.18774760	0.13396435	 0.542082984	0.9323998	0.036739844	0.032274620	1.5434972	6.110974e-01
 6	0.0	neg	0.9660239	0.9586874	0.9707398	0.9768249	0.9705406	0.9824265	0.9492215	0.9406287	0.9561733	0.9664727	0.9598536	0.9706980	0.9768517	0.9720271	0.9820996	0.9502278	0.9410528	0.9577019	0.2400203	0.2369710	0.2428964	0.2398610	0.2370117	0.2423561	0.2403844	0.2378899	0.2438968	0.2400726	0.2373545	0.2436158	0.2401693	0.2380518	0.2431907	0.2399296	0.2373144	0.2428434	0.8008176	0.7988883	0.8026007	0.8025840	0.8002995	0.8046625	0.7983232	0.7967076	0.7995746	0.8010244	0.7990728	0.8031653	0.8026021	0.8006224	0.8044661	0.7981930	0.7968375	0.7992295	0.9660919	0.9766338	0.9494381	0.9662215	0.9767723	0.9501146	0.9557160	0.21541590	0.04455513	-0.021461101	0.9329642	0.040718256	0.010734198	0.9629556	2.999135e-02
 6	0.0	pos	0.9785945	0.9709723	0.9859393	0.9894898	0.9831131	0.9950176	1.1650788	1.1558539	1.1732048	0.9795173	0.9722155	0.9859509	0.9904780	0.9820503	0.9967154	1.0011763	0.9914833	1.0082345	0.2906561	0.2885024	0.2927968	0.2904738	0.2887816	0.2923802	0.2908167	0.2890260	0.2928144	0.2905969	0.2887686	0.2925908	0.2906557	0.2888961	0.2925214	0.2923785	0.2904100	0.2940490	0.7712617	0.7692000	0.7729162	0.7730107	0.7713790	0.7747562	0.8004233	0.7991435	0.8018042	0.7711232	0.7693761	0.7727370	0.7728757	0.7711428	0.7743387	0.7740017	0.7722131	0.7759569	0.9790133	0.9903091	1.1654416	0.9789130	0.9902016	1.0010240	1.1623196	0.21541590	0.04455513	 0.180291088	0.9329642	0.040718256	0.010734198	1.1647078	2.317435e-01
 6	0.9	neg	0.9750681	0.9658366	0.9851557	1.0111130	1.0022234	1.0205328	0.9372536	0.9293547	0.9479807	0.9758497	0.9689693	0.9840180	1.0115964	1.0039781	1.0217150	0.9378868	0.9280575	0.9483498	0.2354029	0.2320165	0.2402236	0.2355840	0.2324236	0.2394122	0.2353415	0.2316197	0.2385337	0.2354484	0.2323895	0.2389594	0.2353874	0.2321284	0.2393522	0.2355664	0.2319811	0.2394852	0.8057668	0.8028602	0.8085419	0.8109635	0.8077849	0.8137177	0.7992921	0.7967701	0.8010724	0.8056540	0.8025710	0.8078666	0.8109159	0.8082113	0.8139149	0.7995645	0.7971922	0.8017231	0.9752638	1.0108027	0.9375258	0.9753583	1.0109275	0.9383024	0.9394560	0.21541590	0.14463909	-0.069669059	0.9329642	0.040718256	0.034846372	0.9388598	5.895568e-03
 6	0.9	pos	0.9775596	0.9708477	0.9832707	1.0160334	1.0073758	1.0234919	1.6070714	1.5928522	1.6221064	0.9773401	0.9695011	0.9842553	1.0160625	1.0082525	1.0238450	0.9475326	0.9365355	0.9575575	0.3977235	0.3945181	0.4008665	0.3974376	0.3942921	0.4012453	0.3977071	0.3937890	0.4006377	0.3973738	0.3930681	0.4007760	0.3976624	0.3935906	0.4009712	0.4012564	0.3977209	0.4043098	0.7108931	0.7093134	0.7123100	0.7187524	0.7173729	0.7202691	0.8016280	0.8001758	0.8028002	0.7109680	0.7093882	0.7122981	0.7185759	0.7170014	0.7200031	0.7022052	0.7003533	0.7039471	0.9776272	1.0152377	1.6066186	0.9777363	1.0153283	0.9465704	1.6017183	0.21541590	0.14463909	 0.585278013	0.9329642	0.040718256	0.034846372	1.5938069	6.608426e-01
 7	0.0	neg	0.9795837	0.9752022	0.9840637	0.9903713	0.9863651	0.9944056	0.9649604	0.9587007	0.9723478	0.9797770	0.9760611	0.9833072	0.9902075	0.9863486	0.9944485	0.9670897	0.9593340	0.9745877	0.2412279	0.2377412	0.2448500	0.2409808	0.2378946	0.2446017	0.2411005	0.2377228	0.2449284	0.2412309	0.2379106	0.2447164	0.2411278	0.2379696	0.2445050	0.2413267	0.2373196	0.2446261	0.8021474	0.7996444	0.8043691	0.8042572	0.8015961	0.8071263	0.7999102	0.7984297	0.8018027	0.8023013	0.7998092	0.8047839	0.8037603	0.8005668	0.8062315	0.8001670	0.7985801	0.8015786	0.9794513	0.9900784	0.9653260	0.9795125	0.9901394	0.9660607	0.9637734	0.24214172	0.04177309	-0.020121061	0.9335095	0.044210917	0.010063951	0.9676633	3.415381e-02
 7	0.0	pos	0.9763358	0.9686163	0.9854308	0.9873259	0.9795520	0.9951308	1.1511345	1.1420874	1.1603572	0.9765912	0.9675228	0.9855268	0.9876606	0.9788291	0.9958450	1.0018520	0.9905465	1.0140221	0.2914404	0.2874857	0.2948191	0.2914368	0.2883033	0.2943109	0.2914478	0.2876620	0.2947843	0.2912354	0.2875063	0.2943648	0.2913424	0.2882455	0.2947047	0.2931164	0.2892875	0.2964336	0.7700455	0.7679966	0.7725548	0.7721014	0.7697451	0.7744776	0.7979029	0.7959303	0.8000099	0.7702256	0.7676609	0.7729492	0.7722058	0.7701762	0.7746899	0.7735574	0.7711054	0.7758205	0.9768206	0.9875279	1.1514731	0.9765136	0.9872097	1.0012727	1.1505062	0.24214172	0.04177309	 0.169033638	0.9335095	0.044210917	0.010063951	1.1568180	2.233085e-01
 7	0.9	neg	0.9745580	0.9692178	0.9810548	1.0127029	1.0067352	1.0224327	0.9334878	0.9224664	0.9427753	0.9749650	0.9695264	0.9819138	1.0137329	1.0074282	1.0214327	0.9340023	0.9229710	0.9447241	0.2321794	0.2297311	0.2345481	0.2322083	0.2297899	0.2349807	0.2318925	0.2297190	0.2347944	0.2324041	0.2300604	0.2351659	0.2320201	0.2295027	0.2348510	0.2323052	0.2299122	0.2350954	0.8075769	0.8062734	0.8090332	0.8133139	0.8119959	0.8148081	0.8005418	0.7989717	0.8017628	0.8076608	0.8059514	0.8089304	0.8134904	0.8120293	0.8147460	0.8007381	0.7991552	0.8020377	0.9747300	1.0129632	0.9325919	0.9748741	1.0131498	0.9334619	0.9380810	0.24214172	0.15298092	-0.073687114	0.9335095	0.044210917	0.036856082	0.9408894	7.379885e-03
 7	0.9	pos	0.9834047	0.9758705	0.9909716	1.0223248	1.0145305	1.0291030	1.6434605	1.6344775	1.6508217	0.9827459	0.9739207	0.9916311	1.0215977	1.0139849	1.0298452	0.9447248	0.9319491	0.9576445	0.4122903	0.4088519	0.4156061	0.4122661	0.4084943	0.4159819	0.4125567	0.4088877	0.4171855	0.4122901	0.4083058	0.4154008	0.4122637	0.4085860	0.4154488	0.4158649	0.4122806	0.4199023	0.7046274	0.7018733	0.7074258	0.7127119	0.7098043	0.7153513	0.7994323	0.7986312	0.8005147	0.7042791	0.7014642	0.7069098	0.7122985	0.7094086	0.7151289	0.6944370	0.6908725	0.6973538	0.9829588	1.0222670	1.6435027	0.9824253	1.0216153	0.9453200	1.6437480	0.24214172	0.15298092	 0.619033013	0.9335095	0.044210917	0.036856082	1.6336095	7.001000e-01
 8	0.0	neg	0.9864861	0.9816098	0.9911793	0.9969233	0.9919038	1.0023335	0.9784550	0.9677937	0.9910163	0.9867292	0.9819984	0.9918028	0.9968781	0.9924569	1.0017652	0.9785147	0.9665104	0.9903726	0.2442082	0.2421949	0.2469633	0.2442661	0.2426251	0.2468115	0.2442401	0.2423759	0.2462685	0.2442927	0.2423611	0.2464090	0.2443573	0.2423665	0.2465534	0.2442126	0.2422116	0.2464868	0.8015624	0.8003933	0.8025851	0.8031668	0.8021170	0.8042270	0.8005249	0.7991319	0.8019128	0.8015487	0.8006127	0.8027644	0.8031845	0.8021433	0.8042820	0.8004150	0.7990628	0.8019829	0.9867527	0.9968513	0.9787135	0.9868346	0.9969358	0.9793141	0.9730821	0.26795715	0.03907308	-0.018820532	0.9340361	0.047257828	0.009413465	0.9718869	3.785076e-02
 8	0.0	pos	0.9801325	0.9740411	0.9872393	0.9896059	0.9826968	0.9975618	1.1469939	1.1384501	1.1573951	0.9797382	0.9735658	0.9853492	0.9899189	0.9824469	0.9981397	1.0017241	0.9921848	1.0112507	0.2866777	0.2829513	0.2903426	0.2863891	0.2820570	0.2896325	0.2865035	0.2828540	0.2906183	0.2866584	0.2818606	0.2908524	0.2864926	0.2826016	0.2899685	0.2874576	0.2837063	0.2908792	0.7738838	0.7713440	0.7766138	0.7756693	0.7726540	0.7780073	0.7999081	0.7986294	0.8015095	0.7735337	0.7709352	0.7762320	0.7754473	0.7729714	0.7783997	0.7764481	0.7743213	0.7789021	0.9801296	0.9899653	1.1471611	0.9797011	0.9895169	1.0019614	1.1441918	0.26795715	0.03907308	 0.158108114	0.9340361	0.047257828	0.009413465	1.1488156	2.147794e-01
 8	0.9	neg	0.9795065	0.9731483	0.9858120	1.0197894	1.0135719	1.0252171	0.9421881	0.9344863	0.9509490	0.9797296	0.9729826	0.9862777	1.0199719	1.0145867	1.0251132	0.9426699	0.9335600	0.9519176	0.2377028	0.2364091	0.2385288	0.2377797	0.2366210	0.2390560	0.2375689	0.2364357	0.2386254	0.2376614	0.2365293	0.2387159	0.2377533	0.2362572	0.2390164	0.2377218	0.2365631	0.2387705	0.8047449	0.8033996	0.8060255	0.8110557	0.8097619	0.8125609	0.7984379	0.7964084	0.8002272	0.8047557	0.8029087	0.8062339	0.8109643	0.8095411	0.8125706	0.7987503	0.7970458	0.8005130	0.9799032	1.0196727	0.9417157	0.9799595	1.0197343	0.9424944	0.9424531	0.26795715	0.15927934	-0.076720907	0.9340361	0.047257828	0.038373495	0.9429466	8.910415e-03
 8	0.9	pos	0.9860604	0.9794166	0.9928860	1.0262783	1.0191374	1.0331445	1.6764347	1.6565091	1.6912231	0.9842271	0.9777458	0.9918260	1.0253958	1.0184929	1.0321684	0.9492375	0.9431368	0.9569678	0.4158279	0.4107536	0.4200470	0.4153488	0.4114482	0.4199428	0.4160228	0.4115823	0.4203341	0.4155117	0.4102133	0.4197615	0.4155859	0.4111323	0.4200163	0.4191370	0.4133986	0.4235802	0.7033170	0.7013948	0.7060352	0.7117254	0.7090538	0.7151977	0.8011203	0.7990473	0.8033225	0.7034233	0.7003673	0.7057762	0.7117227	0.7090405	0.7143337	0.6933118	0.6910098	0.6962894	0.9850255	1.0260749	1.6766647	0.9846152	1.0255596	0.9493577	1.6653130	0.26795715	0.15927934	 0.644519400	0.9340361	0.047257828	0.038373495	1.6641869	7.301507e-01
