t	P	cov	vg_gcta.x.mean	vg_gcta.x.CI95l	vg_gcta.x.CI95r	vg_GRMvarX.x.mean	vg_GRMvarX.x.CI95l	vg_GRMvarX.x.CI95r	vg_GRMld.x.mean	vg_GRMld.x.CI95l	vg_GRMld.x.CI95r	vg_gcta_wganc.x.mean	vg_gcta_wganc.x.CI95l	vg_gcta_wganc.x.CI95r	vg_GRMvarX_ganc.x.mean	vg_GRMvarX_ganc.x.CI95l	vg_GRMvarX_ganc.x.CI95r	vg_GRMld_ganc.x.mean	vg_GRMld_ganc.x.CI95l	vg_GRMld_ganc.x.CI95r	ve_GRMstd.mean	ve_GRMstd.CI95l	ve_GRMstd.CI95r	ve_GRMvarx.mean	ve_GRMvarx.CI95l	ve_GRMvarx.CI95r	ve_GRMld.mean	ve_GRMld.CI95l	ve_GRMld.CI95r	ve_GRMstd_ganc.mean	ve_GRMstd_ganc.CI95l	ve_GRMstd_ganc.CI95r	ve_GRMvarx_ganc.mean	ve_GRMvarx_ganc.CI95l	ve_GRMvarx_ganc.CI95r	ve_GRMld_ganc.mean	ve_GRMld_ganc.CI95l	ve_GRMld_ganc.CI95r	h2_GRMstd.mean	h2_GRMstd.CI95l	h2_GRMstd.CI95r	h2_GRMvarx.mean	h2_GRMvarx.CI95l	h2_GRMvarx.CI95r	h2_GRMld.mean	h2_GRMld.CI95l	h2_GRMld.CI95r	h2_GRMstd_ganc.mean	h2_GRMstd_ganc.CI95l	h2_GRMstd_ganc.CI95r	h2_GRMvarx_ganc.mean	h2_GRMvarx_ganc.CI95l	h2_GRMvarx_ganc.CI95r	h2_GRMld_ganc.mean	h2_GRMld_ganc.CI95l	h2_GRMld_ganc.CI95r	vg_gcta.y	vg_GRMvarX.y	vg_GRMld.y	vg_gcta_wganc.y	vg_GRMvarX_ganc.y	vg_GRMld_ganc.y	var.prs.geno	exp.theta	exp.var.theta	va.term4	va.term1	va.term2	va.term3	exp.vg	exp.vgamma
13	0.0	neg	0.9958206	0.9906826	1.0010325	1.0024819	0.9976812	1.0066521	0.9891800	0.9815910	0.9956373	0.9964031	0.9913493	1.0009039	1.0026667	0.9981820	1.0076345	0.9901848	0.9814818	0.9992658	0.2510804	0.2475099	0.2549664	0.2509714	0.2480439	0.2542640	0.2507016	0.2472831	0.2544065	0.2509236	0.2481006	0.2545964	0.2511811	0.2482702	0.2545105	0.2509161	0.2476924	0.2538133	0.7988329	0.7963464	0.8009374	0.7997180	0.7977086	0.8021044	0.7977179	0.7959894	0.7997767	0.7988001	0.7961141	0.8009800	0.7999415	0.7976465	0.8022322	0.7977902	0.7961652	0.7998301	0.9960191	1.0028101	0.9896229	0.9960858	1.0028810	0.9903086	0.9884053	0.38442779	0.02770000	-0.013342404	0.9364123	0.057011922	0.006673470	0.9867553	5.034299e-02
13	0.0	pos	0.9914711	0.9798240	1.0005173	0.9994314	0.9869499	1.0091348	1.1066663	1.0920756	1.1215999	0.9914619	0.9807259	1.0013829	0.9986926	0.9901107	1.0074069	1.0196849	1.0042824	1.0338730	0.2798917	0.2764117	0.2831130	0.2801484	0.2772852	0.2842090	0.2801850	0.2776918	0.2832119	0.2802156	0.2769349	0.2837594	0.2801269	0.2772931	0.2835930	0.2809525	0.2777478	0.2843566	0.7795672	0.7771468	0.7814647	0.7810556	0.7783246	0.7829163	0.7977916	0.7957533	0.7995319	0.7796101	0.7767922	0.7813933	0.7809794	0.7788757	0.7828463	0.7840076	0.7815522	0.7858206	0.9916940	0.9988522	1.1058373	0.9911568	0.9983023	1.0196738	1.1085516	0.38442779	0.02770000	 0.112087288	0.9364123	0.057011922	0.006673470	1.1121850	1.757727e-01
13	0.9	neg	0.9937439	0.9902372	0.9973576	1.0358599	1.0317076	1.0397339	0.9518030	0.9443288	0.9578465	0.9936257	0.9897720	0.9975140	1.0360709	1.0318608	1.0397720	0.9529910	0.9451991	0.9605225	0.2372196	0.2347913	0.2403255	0.2374294	0.2349275	0.2412143	0.2370381	0.2346438	0.2402923	0.2372672	0.2346495	0.2405460	0.2372731	0.2348115	0.2399028	0.2373598	0.2351831	0.2396670	0.8073716	0.8053978	0.8091172	0.8136048	0.8121725	0.8153099	0.8005519	0.7990276	0.8019236	0.8071752	0.8053658	0.8088724	0.8139184	0.8125097	0.8152729	0.8006481	0.7994112	0.8023529	0.9936335	1.0361712	0.9519232	0.9937260	1.0362574	0.9527276	0.9532083	0.38442779	0.16828418	-0.081058316	0.9364123	0.057011922	0.040542936	0.9529088	1.649654e-02
13	0.9	pos	1.0009833	0.9956227	1.0051016	1.0440144	1.0389582	1.0493809	1.7238517	1.7118422	1.7375168	1.0011925	0.9956846	1.0056940	1.0429348	1.0363475	1.0489233	0.9609110	0.9526527	0.9693480	0.4283416	0.4250296	0.4320461	0.4281531	0.4244881	0.4323338	0.4279144	0.4245163	0.4322777	0.4283919	0.4246966	0.4321505	0.4283200	0.4244062	0.4320381	0.4322907	0.4285028	0.4360469	0.7004589	0.6979075	0.7028545	0.7088324	0.7064429	0.7112669	0.8008510	0.7995139	0.8023193	0.7000087	0.6971655	0.7025922	0.7088065	0.7062250	0.7113082	0.6901179	0.6866171	0.6922573	1.0013059	1.0439697	1.7237139	1.0004577	1.0429803	0.9614979	1.7194780	0.38442779	0.16828418	 0.680957240	0.9364123	0.057011922	0.040542936	1.7149244	7.785121e-01
14	0.0	neg	0.9907324	0.9805814	0.9993000	0.9974331	0.9902582	1.0039374	0.9856848	0.9741551	1.0000805	0.9908200	0.9827568	0.9985974	0.9973292	0.9896201	1.0056286	0.9856462	0.9687328	0.9986356	0.2510426	0.2487978	0.2530404	0.2506478	0.2479086	0.2531461	0.2509922	0.2488201	0.2531815	0.2509494	0.2484187	0.2533543	0.2504825	0.2481105	0.2529035	0.2506290	0.2478386	0.2532212	0.7979296	0.7963459	0.7998975	0.7990102	0.7972482	0.8007328	0.7972261	0.7953206	0.7991711	0.7979393	0.7961711	0.7999481	0.7993079	0.7975656	0.8013044	0.7974322	0.7955130	0.7992180	0.9910104	0.9976627	0.9861728	0.9911065	0.9977611	0.9867798	0.9881012	0.40539644	0.02584625	-0.012449499	0.9368401	0.058073679	0.006226866	0.9886911	5.185105e-02
14	0.0	pos	0.9991325	0.9942586	1.0037700	1.0059141	1.0005072	1.0112365	1.1137207	1.1070799	1.1201680	0.9985189	0.9942617	1.0024168	1.0051906	1.0002967	1.0096570	1.0398096	1.0339908	1.0460172	0.2820862	0.2791868	0.2853276	0.2820430	0.2791598	0.2851824	0.2822032	0.2792482	0.2854599	0.2822624	0.2785876	0.2861952	0.2819854	0.2788933	0.2853377	0.2831987	0.2801912	0.2867168	0.7795819	0.7769214	0.7821815	0.7808048	0.7774453	0.7834562	0.7978853	0.7953882	0.8001876	0.7795904	0.7768243	0.7824257	0.7811127	0.7776364	0.7838359	0.7860879	0.7841547	0.7883197	0.9989849	1.0055665	1.1141974	0.9986370	1.0052086	1.0400234	1.1105279	0.40539644	0.02584625	 0.104586140	0.9368401	0.058073679	0.006226866	1.1057268	1.688867e-01
14	0.9	neg	0.9994492	0.9918079	1.0076276	1.0415034	1.0341655	1.0503689	0.9553685	0.9465999	0.9655639	0.9990578	0.9904337	1.0094261	1.0434024	1.0335236	1.0539692	0.9574582	0.9463588	0.9685035	0.2388022	0.2358777	0.2421738	0.2390171	0.2359259	0.2419469	0.2389943	0.2362342	0.2415160	0.2389972	0.2366406	0.2415715	0.2387695	0.2355552	0.2425136	0.2391105	0.2353855	0.2425188	0.8070305	0.8050920	0.8087736	0.8134643	0.8115377	0.8151737	0.8001095	0.7977643	0.8020901	0.8068651	0.8048814	0.8088554	0.8135567	0.8116537	0.8153210	0.7999276	0.7981367	0.8019568	0.9993232	1.0418357	0.9561211	0.9993761	1.0419034	0.9568416	0.9540722	0.40539644	0.16689225	-0.080387856	0.9368401	0.058073679	0.040207592	0.9547335	1.789342e-02
14	0.9	pos	1.0001323	0.9910834	1.0090809	1.0435213	1.0335372	1.0531680	1.7186218	1.6985257	1.7397817	1.0005637	0.9925056	1.0109343	1.0428106	1.0317189	1.0534550	0.9604203	0.9449212	0.9759317	0.4275223	0.4216659	0.4327478	0.4277500	0.4207992	0.4343195	0.4277308	0.4216035	0.4347400	0.4275549	0.4223994	0.4343045	0.4270877	0.4211645	0.4328383	0.4314630	0.4261705	0.4374025	0.7006394	0.6975696	0.7032890	0.7092540	0.7065476	0.7129918	0.8009327	0.8001406	0.8016074	0.7003328	0.6965018	0.7027440	0.7092386	0.7058804	0.7121903	0.6904014	0.6880513	0.6932834	1.0005866	1.0427290	1.7204568	1.0002905	1.0423612	0.9617277	1.7173623	0.40539644	0.16689225	 0.675324818	0.9368401	0.058073679	0.040207592	1.7104462	7.736061e-01
15	0.0	neg	0.9948431	0.9886538	0.9998189	1.0020358	0.9961352	1.0070885	0.9843671	0.9733785	0.9931242	0.9952349	0.9890831	0.9998447	1.0019018	0.9951819	1.0070220	0.9850320	0.9769644	0.9938646	0.2482423	0.2464307	0.2505355	0.2481566	0.2464097	0.2505783	0.2483526	0.2464366	0.2509346	0.2481218	0.2462337	0.2503300	0.2481476	0.2462346	0.2505461	0.2483003	0.2462804	0.2502876	0.8003351	0.7988898	0.8017224	0.8013065	0.8000761	0.8028147	0.7985006	0.7972524	0.7996461	0.8002682	0.7988897	0.8016259	0.8014704	0.8002191	0.8029672	0.7986336	0.7975361	0.7998165	0.9950188	1.0016398	0.9841311	0.9950637	1.0016849	0.9845445	0.9850862	0.42565082	0.02411600	-0.011616081	0.9372533	0.058898113	0.005810015	0.9903454	5.309205e-02
15	0.0	pos	0.9966979	0.9922147	1.0010838	1.0027522	0.9977894	1.0073151	1.1040324	1.0980469	1.1111026	0.9968115	0.9923736	1.0016808	1.0025302	0.9977260	1.0065854	1.0353943	1.0277970	1.0436647	0.2788852	0.2751570	0.2816663	0.2789463	0.2752207	0.2816062	0.2788668	0.2753942	0.2816666	0.2789666	0.2762486	0.2818797	0.2788212	0.2757637	0.2817028	0.2796966	0.2765978	0.2825837	0.7812565	0.7791481	0.7836343	0.7826296	0.7805902	0.7853130	0.7985137	0.7965592	0.7999761	0.7813530	0.7786637	0.7841741	0.7824324	0.7800720	0.7844390	0.7874371	0.7855630	0.7898075	0.9966776	1.0024785	1.1038502	0.9964436	1.0022373	1.0357269	1.1022641	0.42565082	0.02411600	 0.097584735	0.9372533	0.058898113	0.005810015	1.0995462	1.622929e-01
15	0.9	neg	0.9974356	0.9922693	1.0044472	1.0387566	1.0325422	1.0455277	0.9539202	0.9433578	0.9647888	0.9978961	0.9911095	1.0044804	1.0386274	1.0321927	1.0441521	0.9542462	0.9416968	0.9698599	0.2378058	0.2365778	0.2390701	0.2377676	0.2361176	0.2389706	0.2379563	0.2363672	0.2394451	0.2378657	0.2363639	0.2391554	0.2378014	0.2366665	0.2392681	0.2378202	0.2367432	0.2391000	0.8074449	0.8063017	0.8087699	0.8136927	0.8128401	0.8146449	0.8003419	0.7990920	0.8019377	0.8075541	0.8065962	0.8087278	0.8136566	0.8126465	0.8146665	0.8006283	0.7990981	0.8019327	0.9977255	1.0386105	0.9542805	0.9978042	1.0387077	0.9550556	0.9529454	0.42565082	0.16478001	-0.079370442	0.9372533	0.058898113	0.039698713	0.9564797	1.922638e-02
15	0.9	pos	0.9931954	0.9827027	1.0034286	1.0348591	1.0215472	1.0475874	1.6996106	1.6722290	1.7203247	0.9928382	0.9820344	1.0031697	1.0340244	1.0203233	1.0466391	0.9512052	0.9363910	0.9673426	0.4261854	0.4219061	0.4304571	0.4261101	0.4224435	0.4310567	0.4264781	0.4216676	0.4310558	0.4262834	0.4214528	0.4310082	0.4267007	0.4227010	0.4307913	0.4301753	0.4260795	0.4348633	0.6998429	0.6972060	0.7023088	0.7082847	0.7061880	0.7110980	0.7994001	0.7975291	0.8008897	0.6997694	0.6975553	0.7020549	0.7081605	0.7054464	0.7108768	0.6887701	0.6850539	0.6922835	0.9940157	1.0351219	1.7008660	0.9935173	1.0345072	0.9513116	1.7054552	0.42565082	0.16478001	 0.666777696	0.9372533	0.058898113	0.039698713	1.7026278	7.653745e-01
16	0.0	neg	0.9970579	0.9924638	1.0022149	1.0030552	0.9974360	1.0092612	0.9870545	0.9776801	0.9959929	0.9975017	0.9920994	1.0029174	1.0027827	0.9971992	1.0086854	0.9881550	0.9806999	0.9966541	0.2500841	0.2470352	0.2528186	0.2499995	0.2468337	0.2522464	0.2502041	0.2477604	0.2526180	0.2499148	0.2474068	0.2526240	0.2501608	0.2477141	0.2524779	0.2499332	0.2476500	0.2528587	0.7995852	0.7977784	0.8012893	0.8005664	0.7984578	0.8021471	0.7980728	0.7967505	0.7994862	0.7994360	0.7976798	0.8011929	0.8005912	0.7991128	0.8022631	0.7981496	0.7963348	0.8001738	0.9974146	1.0027036	0.9877364	0.9974676	1.0027577	0.9881837	0.9864201	0.44521526	0.02250132	-0.010838326	0.9376524	0.059506780	0.005421005	0.9917419	5.408946e-02
16	0.0	pos	0.9968462	0.9901890	1.0047222	1.0014357	0.9935882	1.0096379	1.0893850	1.0736112	1.1037668	0.9952739	0.9873571	1.0038246	1.0011246	0.9935084	1.0097601	1.0316697	1.0172496	1.0482511	0.2774835	0.2731828	0.2823338	0.2779530	0.2732385	0.2810995	0.2774699	0.2738474	0.2812728	0.2778840	0.2742868	0.2814437	0.2779207	0.2739940	0.2819444	0.2782732	0.2741088	0.2824932	0.7820143	0.7800997	0.7841518	0.7827281	0.7809782	0.7845497	0.7970470	0.7955145	0.7983350	0.7818651	0.7802592	0.7838055	0.7828464	0.7811920	0.7844533	0.7872768	0.7855171	0.7888778	0.9960083	1.0015051	1.0906141	0.9957500	1.0012385	1.0304189	1.0911292	0.44521526	0.02250132	 0.091050944	0.9376524	0.059506780	0.005421005	1.0936312	1.559787e-01
16	0.9	neg	1.0019576	0.9965055	1.0065604	1.0419414	1.0374929	1.0466435	0.9613056	0.9461943	0.9753973	1.0021048	0.9973971	1.0060627	1.0429268	1.0361814	1.0475183	0.9622659	0.9446547	0.9764386	0.2412991	0.2379991	0.2443770	0.2409875	0.2367131	0.2460129	0.2411796	0.2379340	0.2444598	0.2414921	0.2379153	0.2450819	0.2410793	0.2373973	0.2441693	0.2415331	0.2378157	0.2461347	0.8060737	0.8038848	0.8084591	0.8121557	0.8097714	0.8147133	0.7993564	0.7975613	0.8010872	0.8060189	0.8041089	0.8083803	0.8119740	0.8100780	0.8142586	0.7994700	0.7977332	0.8011689	1.0017575	1.0420563	0.9611155	1.0018861	1.0421840	0.9619468	0.9602536	0.44521526	0.16206270	-0.078061582	0.9376524	0.059506780	0.039044060	0.9581417	2.048926e-02
16	0.9	pos	0.9973382	0.9871326	1.0057417	1.0388921	1.0267979	1.0491407	1.6928524	1.6822416	1.7027665	0.9973218	0.9858845	1.0084469	1.0401056	1.0267541	1.0509230	0.9633873	0.9503588	0.9754501	0.4269978	0.4217098	0.4315409	0.4268411	0.4218157	0.4314004	0.4269268	0.4219266	0.4312689	0.4273372	0.4225078	0.4314579	0.4273198	0.4227424	0.4319245	0.4309756	0.4250043	0.4352959	0.7003213	0.6969727	0.7025300	0.7088137	0.7061683	0.7114993	0.7986632	0.7972707	0.8005305	0.7004358	0.6982205	0.7028783	0.7086552	0.7062161	0.7114784	0.6909033	0.6874701	0.6941733	0.9975508	1.0386250	1.6931611	0.9974367	1.0384365	0.9629656	1.6976765	0.44521526	0.16206270	 0.655782184	0.9376524	0.059506780	0.039044060	1.6919855	7.543330e-01
17	0.0	neg	0.9990349	0.9905680	1.0063365	1.0050022	0.9946295	1.0110173	0.9920805	0.9820568	1.0003172	0.9997866	0.9904769	1.0061501	1.0039298	0.9958939	1.0106643	0.9921918	0.9833682	1.0028859	0.2496480	0.2463620	0.2530982	0.2497623	0.2469694	0.2533166	0.2500104	0.2474186	0.2528057	0.2497098	0.2471139	0.2527134	0.2497705	0.2476085	0.2525025	0.2498034	0.2464569	0.2527935	0.7999409	0.7973801	0.8021183	0.8006404	0.7986683	0.8032989	0.7987171	0.7971513	0.8005340	0.8001124	0.7978940	0.8024924	0.8008384	0.7981877	0.8035987	0.7987216	0.7968224	0.8004016	0.9992550	1.0046176	0.9918527	0.9992563	1.0046167	0.9922529	0.9925018	0.46411327	0.02099461	-0.010112582	0.9380380	0.059919598	0.005058010	0.9929030	5.486503e-02
17	0.0	pos	0.9969137	0.9898191	1.0023551	1.0013962	0.9942995	1.0081370	1.0820290	1.0709124	1.0909492	0.9961667	0.9883983	1.0019822	1.0014767	0.9929373	1.0084967	1.0283553	1.0212778	1.0366202	0.2729447	0.2691670	0.2759753	0.2730394	0.2701336	0.2763536	0.2729508	0.2700899	0.2758967	0.2725946	0.2686068	0.2760847	0.2729630	0.2700205	0.2766719	0.2734158	0.2701642	0.2762210	0.7851696	0.7822450	0.7874392	0.7860928	0.7837876	0.7884619	0.7988897	0.7972545	0.8005677	0.7850250	0.7826170	0.7869875	0.7860366	0.7835071	0.7879979	0.7897913	0.7884177	0.7909833	0.9968217	1.0018375	1.0828230	0.9964772	1.0014870	1.0281585	1.0843551	0.46411327	0.02099461	 0.084954099	0.9380380	0.059919598	0.005058010	1.0879697	1.499317e-01
17	0.9	neg	0.9914400	0.9844285	0.9984640	1.0307984	1.0234438	1.0368778	0.9411937	0.9326441	0.9501411	0.9915893	0.9840472	0.9975735	1.0311459	1.0240336	1.0376724	0.9410183	0.9302499	0.9517906	0.2375735	0.2332105	0.2413476	0.2381204	0.2345246	0.2417577	0.2377999	0.2330981	0.2413629	0.2378116	0.2331253	0.2418773	0.2376368	0.2336007	0.2418026	0.2381284	0.2339042	0.2413745	0.8066872	0.8034689	0.8096334	0.8129909	0.8101113	0.8161475	0.7983052	0.7967150	0.7998743	0.8066584	0.8039510	0.8093697	0.8124641	0.8100403	0.8151771	0.7984224	0.7966935	0.8002330	0.9916459	1.0311316	0.9409846	0.9917110	1.0312125	0.9418010	0.9472274	0.46411327	0.15884233	-0.076510409	0.9380380	0.059919598	0.038268210	0.9597154	2.167740e-02
17	0.9	pos	1.0048007	0.9981229	1.0112030	1.0447891	1.0369944	1.0522760	1.6900750	1.6808949	1.6967604	1.0043343	0.9978978	1.0098999	1.0452538	1.0377134	1.0527790	0.9771166	0.9683595	0.9852923	0.4196165	0.4157467	0.4228859	0.4194221	0.4158107	0.4236120	0.4194202	0.4161368	0.4227575	0.4187892	0.4153015	0.4225312	0.4190134	0.4150657	0.4226742	0.4233735	0.4204673	0.4263694	0.7054309	0.7031964	0.7083304	0.7137823	0.7114067	0.7165739	0.8012724	0.8001127	0.8027265	0.7056159	0.7033497	0.7086824	0.7135752	0.7112587	0.7162615	0.6976144	0.6957683	0.7001733	1.0044315	1.0452511	1.6906676	1.0042934	1.0450508	0.9769900	1.6900047	0.46411327	0.15884233	 0.642751035	0.9380380	0.059919598	0.038268210	1.6789768	7.409388e-01
18	0.0	neg	0.9999313	0.9935839	1.0081787	1.0052443	0.9989181	1.0131967	0.9909150	0.9806408	1.0001283	0.9998664	0.9941125	1.0090659	1.0051703	0.9994409	1.0111845	0.9892177	0.9798227	1.0020163	0.2510999	0.2487720	0.2533201	0.2510945	0.2489195	0.2536735	0.2507324	0.2486825	0.2528543	0.2507791	0.2485744	0.2529205	0.2510349	0.2481708	0.2529739	0.2511626	0.2489969	0.2537021	0.7993834	0.7971358	0.8013504	0.8001524	0.7976422	0.8023051	0.7976703	0.7961726	0.7991654	0.7991617	0.7973566	0.8016336	0.8001863	0.7984209	0.8021016	0.7976332	0.7964404	0.7992571	1.0000616	1.0049385	0.9895907	1.0000815	1.0049578	0.9899051	0.9894627	0.48236754	0.01958873	-0.009435405	0.9384104	0.060154965	0.004719307	0.9938493	5.543887e-02
18	0.0	pos	0.9932052	0.9850066	1.0002255	0.9989411	0.9923408	1.0064128	1.0730961	1.0637710	1.0836605	0.9925547	0.9834402	1.0002770	0.9983973	0.9884412	1.0044508	1.0190184	1.0118805	1.0259805	0.2735021	0.2703510	0.2768426	0.2732001	0.2688345	0.2766179	0.2734638	0.2696814	0.2769946	0.2728962	0.2692554	0.2759706	0.2730357	0.2687338	0.2764246	0.2738621	0.2699795	0.2777936	0.7840870	0.7814449	0.7869210	0.7853690	0.7826569	0.7883278	0.7970300	0.7953351	0.7988311	0.7840122	0.7808742	0.7868657	0.7850327	0.7819513	0.7885761	0.7882087	0.7863118	0.7902806	0.9941147	0.9990765	1.0731472	0.9933916	0.9983431	1.0193995	1.0758657	0.48236754	0.01958873	 0.079265249	0.9384104	0.060154965	0.004719307	1.0825499	1.441395e-01
18	0.9	neg	1.0038516	0.9991711	1.0087994	1.0432861	1.0383948	1.0487108	0.9725939	0.9635907	0.9829259	1.0034018	0.9982364	1.0078727	1.0431630	1.0388073	1.0501236	0.9724605	0.9628409	0.9835896	0.2416090	0.2395105	0.2439107	0.2414875	0.2392750	0.2431463	0.2415795	0.2392007	0.2438932	0.2413814	0.2391284	0.2438162	0.2414447	0.2387461	0.2433390	0.2414677	0.2395710	0.2434117	0.8060347	0.8046352	0.8081288	0.8122252	0.8105598	0.8135797	0.8011760	0.7995204	0.8024548	0.8060636	0.8043984	0.8080697	0.8122499	0.8107263	0.8137922	0.8012121	0.7994638	0.8022630	1.0039124	1.0432227	0.9724603	1.0040000	1.0433151	0.9732284	0.9711600	0.48236754	0.15520900	-0.074760324	0.9384104	0.060154965	0.037392870	0.9611979	2.278751e-02
18	0.9	pos	1.0030153	0.9947528	1.0131435	1.0436222	1.0351203	1.0522547	1.6763012	1.6534251	1.6978995	1.0029916	0.9937367	1.0114424	1.0424854	1.0337787	1.0508583	0.9728100	0.9619726	0.9837853	0.4185307	0.4153305	0.4213137	0.4183430	0.4153778	0.4212770	0.4185620	0.4153524	0.4215970	0.4182872	0.4148278	0.4215732	0.4182478	0.4148206	0.4215650	0.4213755	0.4176593	0.4249211	0.7057508	0.7043092	0.7070533	0.7137381	0.7123027	0.7152293	0.8002045	0.7991770	0.8013165	0.7057103	0.7043167	0.7070632	0.7134253	0.7120016	0.7150669	0.6973544	0.6957444	0.6993681	1.0039139	1.0429412	1.6763815	1.0030720	1.0419583	0.9722275	1.6793914	0.48236754	0.15520900	 0.628048870	0.9384104	0.060154965	0.037392870	1.6640071	7.255967e-01
19	0.0	neg	0.9994745	0.9950020	1.0052740	1.0037808	0.9996820	1.0075227	0.9922302	0.9817044	1.0042330	0.9994428	0.9954173	1.0037348	1.0041324	1.0007246	1.0081017	0.9928464	0.9829223	1.0056910	0.2502169	0.2466084	0.2532200	0.2499804	0.2471269	0.2530803	0.2503615	0.2467817	0.2538403	0.2505658	0.2470938	0.2542192	0.2504036	0.2474403	0.2540408	0.2503345	0.2470129	0.2540910	0.7994746	0.7970813	0.8015056	0.8003514	0.7984214	0.8026267	0.7984167	0.7960841	0.8007077	0.7992900	0.7966339	0.8019218	0.8005085	0.7981913	0.8026731	0.7984759	0.7964538	0.8005498	0.9994667	1.0040925	0.9924288	0.9995324	1.0041589	0.9929714	0.9908657	0.50000000	0.01827696	-0.008803560	0.9387701	0.060229868	0.004403277	0.9945997	5.582958e-02
19	0.0	pos	0.9967570	0.9920665	1.0027738	1.0014236	0.9951611	1.0078843	1.0786333	1.0710461	1.0890454	0.9971156	0.9905698	1.0034971	1.0014805	0.9942081	1.0071587	1.0380165	1.0273701	1.0491647	0.2736186	0.2712249	0.2764167	0.2731498	0.2701152	0.2760941	0.2733908	0.2702510	0.2762918	0.2734767	0.2708451	0.2763087	0.2733477	0.2707216	0.2759735	0.2738797	0.2709225	0.2767664	0.7849691	0.7820450	0.7871181	0.7855713	0.7829839	0.7879543	0.7978744	0.7955768	0.7998935	0.7848018	0.7827163	0.7871145	0.7855457	0.7834822	0.7876650	0.7913016	0.7895275	0.7931611	0.9971582	1.0017373	1.0794381	0.9971340	1.0017106	1.0390068	1.0825988	0.50000000	0.01827696	 0.073957224	0.9387701	0.060229868	0.004403277	1.0773605	1.385904e-01
19	0.9	neg	1.0006917	0.9927254	1.0075703	1.0383871	1.0333970	1.0433332	0.9665824	0.9589899	0.9747906	1.0009307	0.9957748	1.0070906	1.0385967	1.0325398	1.0438488	0.9675113	0.9603141	0.9749856	0.2425048	0.2393416	0.2451120	0.2425250	0.2389480	0.2464853	0.2424979	0.2386105	0.2451779	0.2426315	0.2392017	0.2455047	0.2424012	0.2387644	0.2455887	0.2425695	0.2397408	0.2461277	0.8049525	0.8027376	0.8076582	0.8108286	0.8085293	0.8132340	0.7996061	0.7974131	0.8019165	0.8048294	0.8025678	0.8070165	0.8106809	0.8083694	0.8130775	0.7997530	0.7974566	0.8015701	1.0008854	1.0387341	0.9668249	1.0009307	1.0387732	0.9676331	0.9682870	0.50000000	0.15124214	-0.072849587	0.9387701	0.060229868	0.036437177	0.9625876	2.381746e-02
19	0.9	pos	1.0035020	0.9924433	1.0124227	1.0414377	1.0294470	1.0521067	1.6595428	1.6451624	1.6767850	1.0015938	0.9905699	1.0119333	1.0417351	1.0299891	1.0531052	0.9736490	0.9559904	0.9901098	0.4137297	0.4087867	0.4176294	0.4138431	0.4079619	0.4186112	0.4136809	0.4087039	0.4183319	0.4137307	0.4079816	0.4183505	0.4134237	0.4085444	0.4184584	0.4173788	0.4118031	0.4228698	0.7079687	0.7048997	0.7108548	0.7155854	0.7127687	0.7194730	0.8007152	0.7990104	0.8027780	0.7074671	0.7043605	0.7105385	0.7157437	0.7127664	0.7188098	0.6998382	0.6961035	0.7033915	1.0027075	1.0411294	1.6598058	1.0021353	1.0404608	0.9735584	1.6537189	0.50000000	0.15124214	 0.611997091	0.9387701	0.060229868	0.036437177	1.6474343	7.086641e-01
 2	0.0	neg	0.9537780	0.9495514	0.9586545	0.9671112	0.9630161	0.9715898	0.9394570	0.9328467	0.9453936	0.9541236	0.9490786	0.9592019	0.9674187	0.9629364	0.9715943	0.9406190	0.9343223	0.9467791	0.2336224	0.2315168	0.2358155	0.2335867	0.2316146	0.2357340	0.2333807	0.2310345	0.2354568	0.2333270	0.2313252	0.2352575	0.2334342	0.2310541	0.2355157	0.2334531	0.2313361	0.2357219	0.8033977	0.8017471	0.8051064	0.8056628	0.8039955	0.8074545	0.8008004	0.7989770	0.8026848	0.8034244	0.8019932	0.8048628	0.8057125	0.8038668	0.8074397	0.8011696	0.7991648	0.8031750	0.9541760	0.9672685	0.9395472	0.9543364	0.9674310	0.9403733	0.9381271	0.09874954	0.05114607	-0.024635792	0.9305841	0.021441367	0.012322084	0.9397117	9.127659e-03
 2	0.0	pos	0.9532283	0.9444546	0.9602496	0.9667292	0.9582780	0.9738887	1.1635285	1.1504503	1.1759675	0.9525497	0.9450099	0.9610917	0.9666760	0.9581768	0.9739816	0.9544043	0.9408233	0.9688331	0.2942698	0.2922442	0.2964564	0.2939789	0.2915326	0.2966308	0.2942557	0.2916260	0.2965188	0.2939516	0.2918392	0.2958216	0.2940154	0.2914630	0.2970200	0.2956149	0.2931597	0.2981785	0.7641603	0.7626261	0.7661663	0.7668413	0.7650678	0.7687945	0.7984427	0.7965777	0.8001522	0.7642695	0.7628662	0.7659763	0.7668662	0.7652278	0.7685903	0.7633606	0.7611659	0.7660036	0.9533227	0.9666230	1.1644937	0.9529559	0.9662244	0.9537712	1.1658298	0.09874954	0.05114607	 0.206961133	0.9305841	0.021441367	0.012322084	1.1713087	2.407246e-01
