t	P	cov	vg_gcta	vg_GRMvarX	vg_GRMld	vg_gcta_wganc	vg_GRMvarX_ganc	vg_GRMld_ganc	var.prs.geno	exp.theta	exp.var.theta	va.term4	va.term1	va.term2	va.term3	exp.vg	exp.vgamma
10	0.9	pos	0.9930685	1.030741	1.6215546	0.9927697	1.0303739	0.9606245	1.62976747130356	0.5	0.149684234809595	0.605693069751626	0.938770132112654	0.0602298678873466	0.0360618467496017	1.64075491650123	0.701984784388574
11	0	neg	0.9949012	0.9951758	0.9957425	0.9948435	0.995118	0.9956684	0.999568804826173	0.5	0.0001220703125	-5.87982412785585e-05	0.938770132112654	0.0602298678873466	2.94091151793684e-05	0.998970610873901	0.0602004787612474
11	0	pos	0.9956212	0.995681	1.0025416	0.9954733	0.9955324	1.0023752	1.00495590066124	0.5	0.0001220703125	0.000493954105438804	0.938770132112654	0.0602298678873466	2.94091151793684e-05	0.999523363220618	0.0607532311079647
11	0.9	neg	1.0016219	1.037425	0.9728689	1.0017283	1.0375556	0.9737066	0.973304435989642	0.5	0.142200023069115	-0.0684942234929922	0.938770132112654	0.0602298678873466	0.0342587544121216	0.96476453091913	0.025994398806476
11	0.9	pos	1.0015574	1.0376093	1.5996452	1.0014155	1.0374157	0.9671144	1.60052432494836	0.5	0.142200023069115	0.575408416264044	0.938770132112654	0.0602298678873466	0.0342587544121216	1.60866717067617	0.669897038563512
12	0	neg	0.9975917	0.9974406	0.9915528	0.9975686	0.9974177	0.9915402	0.991589827571689	0.5	6.103515625e-05	-2.93991206392792e-05	0.938770132112654	0.0602298678873466	1.47045575896842e-05	0.998985305436951	0.060215173324297
12	0	pos	0.9972714	0.9971734	0.9963186	0.9972446	0.9971471	0.9962843	0.995909698976752	0.5	6.103515625e-05	0.000246977052719402	0.938770132112654	0.0602298678873466	1.47045575896842e-05	0.999261681610309	0.0604915494976557
12	0.9	neg	0.998566	1.0322607	0.9687869	0.9986442	1.0323549	0.9696171	0.96937217913097	0.5	0.135090021915659	-0.0650695123183426	0.938770132112654	0.0602298678873466	0.0325458166915157	0.966476304373173	0.0277061722605196
12	0.9	pos	1.0009313	1.0346503	1.5807415	1.0006911	1.0343464	0.9753666	1.58224433984239	0.5	0.135090021915659	0.546637995450842	0.938770132112654	0.0602298678873466	0.0325458166915157	1.57818381214236	0.639413680029704
13	0	neg	1.0064838	1.006549	1.0038398	1.006522	1.0065869	1.0038698	0.997456393670426	0.5	3.0517578125e-05	-1.46995603196396e-05	0.938770132112654	0.0602298678873466	7.35227879484211e-06	0.998992652718475	0.0602225206058218
13	0	pos	0.9987024	0.9986867	0.9969152	0.998628	0.9986129	0.9968568	0.996548022012104	0.5	3.0517578125e-05	0.000123488526359701	0.938770132112654	0.0602298678873466	7.35227879484211e-06	0.999130840805155	0.0603607086925011
13	0.9	neg	1.0027653	1.0349069	0.9718415	1.0028957	1.0350559	0.9727001	0.970282141538721	0.5	0.128335520819876	-0.0618160367024255	0.938770132112654	0.0602298678873466	0.0309185258569398	0.968102489154515	0.0293323570418609
13	0.9	pos	1.0035405	1.0364351	1.5504526	1.0029824	1.0357943	0.9776556	1.54801339791372	0.5	0.128335520819876	0.5193060956783	0.938770132112654	0.0602298678873466	0.0309185258569398	1.54922462153524	0.610454489422586
14	0	neg	1.0047958	1.0044099	1.0031819	1.0047677	1.0043825	1.0031594	0.998980304409434	0.5	1.52587890625e-05	-7.34978015981981e-06	0.938770132112654	0.0602298678873466	3.67613939742105e-06	0.998996326359238	0.0602261942465842
14	0	pos	0.9944776	0.9944519	0.9962398	0.9944583	0.9944328	0.9962261	1.00083299617712	0.5	1.52587890625e-05	6.17442631798505e-05	0.938770132112654	0.0602298678873466	3.67613939742105e-06	0.999065420402578	0.0602952882899238
14	0.9	neg	1.002172	1.0320184	0.9744199	1.0022375	1.0320983	0.975225	0.970285309305526	0.5	0.121918744778882	-0.0587252348673042	0.938770132112654	0.0602298678873466	0.0293725995640928	0.969647364696789	0.0308772325841352
14	0.9	pos	1.0054716	1.0361148	1.5311036	1.0050586	1.0356364	0.9842557	1.53008267150189	0.5	0.121918744778882	0.493340790894385	0.938770132112654	0.0602298678873466	0.0293725995640928	1.52171339045848	0.582943258345824
15	0	neg	1.0000858	0.9997191	0.9907555	1.0000555	0.9996883	0.9907329	0.98926273519492	0.5	7.62939453125e-06	-3.67489007990991e-06	0.938770132112654	0.0602298678873466	1.83806969871053e-06	0.998998163179619	0.0602280310669654
15	0	pos	0.9996132	0.999664	0.9960494	0.9996411	0.9996932	0.9960661	0.995906217560463	0.5	7.62939453125e-06	3.08721315899253e-05	0.938770132112654	0.0602298678873466	1.83806969871053e-06	0.999032710201289	0.0602625780886352
15	0.9	neg	0.998336	1.0267815	0.9679469	0.9983914	1.0268439	0.9686646	0.968348186264473	0.5	0.115822807539938	-0.055788973123939	0.938770132112654	0.0602298678873466	0.0279039695858882	0.971114996461949	0.0323448643492957
15	0.9	pos	1.0046362	1.0336631	1.4951307	1.0038235	1.0327656	0.9815391	1.49270171065541	0.5	0.115822807539938	0.468673751349666	0.938770132112654	0.0602298678873466	0.0279039695858882	1.49557772093555	0.5568075888229
16	0	neg	1.0010273	1.0007152	0.9953443	1.0010423	1.0007307	0.9953549	0.993433354777893	0.5	3.814697265625e-06	-1.83744503995495e-06	0.938770132112654	0.0602298678873466	9.19034849355264e-07	0.99899908158981	0.060228949477156
16	0	pos	1.000355	1.0000955	1.0014971	1.0003024	1.000043	1.0014473	1.00042609021684	0.5	3.814697265625e-06	1.54360657949626e-05	0.938770132112654	0.0602298678873466	9.19034849355264e-07	0.999016355100645	0.0602462229879909
16	0.9	neg	1.0025527	1.029911	0.9727057	1.0026614	1.0300391	0.973542	0.972183056546492	0.5	0.110031667162941	-0.052999524467742	0.938770132112654	0.0602298678873466	0.0265087711065938	0.972509246638852	0.0337391145261983
16	0.9	pos	0.9947069	1.022604	1.4691387	0.9949004	1.0227827	0.9830323	1.47132312493287	0.5	0.110031667162941	0.445240063782182	0.938770132112654	0.0602298678873466	0.0265087711065938	1.47074883488878	0.531978702776123
17	0	neg	1.0014297	1.0014526	0.9993625	1.0014443	1.0014671	0.9993688	0.997228280630611	0.5	1.9073486328125e-06	-9.18722519977476e-07	0.938770132112654	0.0602298678873466	4.59517424677632e-07	0.998999540794905	0.0602294086822513
17	0	pos	0.9978467	0.9980814	0.993588	0.997618	0.9978525	0.9933741	0.995180271269183	0.5	1.9073486328125e-06	7.71803289748131e-06	0.938770132112654	0.0602298678873466	4.59517424677632e-07	0.999008177550322	0.0602380454376687
17	0.9	neg	1.0029239	1.0288459	0.9730919	1.0029616	1.0288834	0.9739213	0.97308185482515	0.5	0.104530083804794	-0.0503495482443549	0.938770132112654	0.0602298678873466	0.0251833325512641	0.973833784306909	0.0350636521942557
17	0.9	pos	0.9964585	1.0230861	1.4483349	0.9960252	1.0225987	0.9820548	1.45100678457755	0.5	0.104530083804794	0.422978060593073	0.938770132112654	0.0602298678873466	0.0251833325512641	1.44716139314434	0.508391261031684
18	0	neg	0.9954396	0.9952669	0.9934464	0.9954694	0.9952977	0.993481	0.995378176477108	0.5	9.5367431640625e-07	-4.59361259988738e-07	0.938770132112654	0.0602298678873466	2.29758712338816e-07	0.998999770397453	0.0602296382847989
18	0	pos	1.0006773	1.0006655	0.9999947	1.0004843	1.0004719	0.9997981	0.999442617757845	0.5	9.5367431640625e-07	3.85901644874066e-06	0.938770132112654	0.0602298678873466	2.29758712338816e-07	0.999004088775161	0.0602339566625076
18	0.9	neg	0.9986897	1.0232407	0.9678959	0.9987484	1.0233	0.968592	0.968812360897539	0.5	0.0993035796145545	-0.0478320708321372	0.938770132112654	0.0602298678873466	0.0239241659237009	0.975092095091564	0.0363219629789103
18	0.9	pos	1.0078527	1.0335161	1.4465284	1.0074136	1.0330202	1.0027749	1.44158077434002	0.5	0.0993035796145545	0.401829157563419	0.938770132112654	0.0602298678873466	0.0239241659237009	1.42475332348712	0.485983191374467
19	0	neg	0.9989213	0.9991545	0.9917748	0.9989591	0.9991918	0.9918296	0.99250099253272	0.5	4.76837158203125e-07	-2.29680629994369e-07	0.938770132112654	0.0602298678873466	1.14879356169408e-07	0.998999885198726	0.0602297530860727
19	0	pos	0.9939233	0.9940334	0.9933511	0.9938118	0.9939217	0.9932051	1.00117661408165	0.5	4.76837158203125e-07	1.92950822437033e-06	0.938770132112654	0.0602298678873466	1.14879356169408e-07	0.999002044387581	0.0602319122749271
19	0.9	neg	1.0018889	1.0255463	0.9768921	1.0019591	1.0256175	0.9775499	0.975714462145597	0.5	0.0943384006338268	-0.0454404672905303	0.938770132112654	0.0602298678873466	0.0227279576275158	0.976287490336986	0.037517358224332
19	0.9	pos	0.9990862	1.0232891	1.4180019	0.9986056	1.0227616	1.0008629	1.41878302587471	0.5	0.0943384006338268	0.381737699685248	0.938770132112654	0.0602298678873466	0.0227279576275158	1.40346565731276	0.464695525200111
20	0	neg	0.9991608	0.9993999	0.9942435	0.9991402	0.9993784	0.9942221	0.994038662415801	0.5	2.38418579101562e-07	-1.14840314997185e-07	0.938770132112654	0.0602298678873466	5.7439678084704e-08	0.998999942599363	0.0602298104867096
20	0	pos	0.9978824	0.9979681	0.999053	0.9979211	0.9980073	0.9991005	1.00121372537217	0.5	2.38418579101562e-07	9.64754112185164e-07	0.938770132112654	0.0602298678873466	5.7439678084704e-08	0.99900102219379	0.0602308900811368
20	0.9	neg	0.9988496	1.0209548	0.9779317	0.9989959	1.0211188	0.9789283	0.977859806210679	0.5	0.0896214806021355	-0.0431684439260038	0.938770132112654	0.0602298678873466	0.0215915597461401	0.977423115820137	0.0386529837074828
20	0.9	pos	1.0064502	1.0292254	1.3903688	1.0058276	1.0285418	1.0022313	1.38560786240654	0.5	0.0896214806021355	0.362650814700986	0.938770132112654	0.0602298678873466	0.0215915597461401	1.38324237444713	0.444472242334473
