t	P	cov	vg_gcta.x.mean	vg_gcta.x.CI95l	vg_gcta.x.CI95r	vg_GRMvarX.x.mean	vg_GRMvarX.x.CI95l	vg_GRMvarX.x.CI95r	vg_GRMld.x.mean	vg_GRMld.x.CI95l	vg_GRMld.x.CI95r	vg_gcta_wganc.x.mean	vg_gcta_wganc.x.CI95l	vg_gcta_wganc.x.CI95r	vg_GRMvarX_ganc.x.mean	vg_GRMvarX_ganc.x.CI95l	vg_GRMvarX_ganc.x.CI95r	vg_GRMld_ganc.x.mean	vg_GRMld_ganc.x.CI95l	vg_GRMld_ganc.x.CI95r	ve_GRMstd.mean	ve_GRMstd.CI95l	ve_GRMstd.CI95r	ve_GRMvarx.mean	ve_GRMvarx.CI95l	ve_GRMvarx.CI95r	ve_GRMld.mean	ve_GRMld.CI95l	ve_GRMld.CI95r	ve_GRMstd_ganc.mean	ve_GRMstd_ganc.CI95l	ve_GRMstd_ganc.CI95r	ve_GRMvarx_ganc.mean	ve_GRMvarx_ganc.CI95l	ve_GRMvarx_ganc.CI95r	ve_GRMld_ganc.mean	ve_GRMld_ganc.CI95l	ve_GRMld_ganc.CI95r	h2_GRMstd.mean	h2_GRMstd.CI95l	h2_GRMstd.CI95r	h2_GRMvarx.mean	h2_GRMvarx.CI95l	h2_GRMvarx.CI95r	h2_GRMld.mean	h2_GRMld.CI95l	h2_GRMld.CI95r	h2_GRMstd_ganc.mean	h2_GRMstd_ganc.CI95l	h2_GRMstd_ganc.CI95r	h2_GRMvarx_ganc.mean	h2_GRMvarx_ganc.CI95l	h2_GRMvarx_ganc.CI95r	h2_GRMld_ganc.mean	h2_GRMld_ganc.CI95l	h2_GRMld_ganc.CI95r	vg_gcta.y	vg_GRMvarX.y	vg_GRMld.y	vg_gcta_wganc.y	vg_GRMvarX_ganc.y	vg_GRMld_ganc.y	var.prs.geno	exp.theta	exp.var.theta	va.term4	va.term1	va.term2	va.term3	exp.vg	exp.vgamma
 2	0.9	neg	0.9999825	0.9927085	1.0059386	1.0548864	1.0497112	1.0601487	0.9413537	0.9342547	0.9498617	1.0005095	0.9938214	1.0065159	1.0557351	1.0491915	1.0611394	0.9425636	0.9355541	0.9509762	0.2357391	0.2331181	0.2380588	0.2358321	0.2327207	0.2387383	0.2358590	0.2329682	0.2391030	0.2360710	0.2327276	0.2384948	0.2360008	0.2336612	0.2382421	0.2360007	0.2335164	0.2390793	0.8091041	0.8073795	0.8107481	0.8173328	0.8157814	0.8189213	0.7995342	0.7978863	0.8009699	0.8091048	0.8075146	0.8109812	0.8172898	0.8153417	0.8190374	0.7997469	0.7979796	0.8015177	1.0001026	1.0554450	0.9414679	1.0002353	1.0556153	0.9422129	0.9408602	0.5	2.256250e-01	-1.086780e-01	0.9387701	0.06022987	5.435746e-02	0.9446795	5.909358e-03
 2	0.9	pos	0.9970198	0.9887855	1.0052810	1.0538701	1.0423450	1.0638194	1.9688363	1.9582453	1.9813263	0.9975594	0.9877979	1.0084452	1.0534162	1.0417485	1.0611031	0.9390731	0.9272614	0.9547495	0.4952827	0.4905417	0.5011725	0.4946859	0.4907007	0.4989008	0.4951373	0.4906883	0.4992117	0.4953313	0.4911571	0.4996692	0.4946542	0.4903199	0.5001072	0.4991035	0.4948949	0.5034064	0.6685744	0.6656154	0.6709631	0.6804290	0.6776302	0.6822650	0.7991044	0.7975931	0.8006974	0.6682795	0.6653880	0.6708272	0.6804108	0.6772903	0.6830801	0.6531537	0.6496972	0.6558528	0.9978087	1.0538687	1.9689403	0.9973987	1.0532881	0.9401232	1.9729533	0.5	2.256250e-01	 9.129853e-01	0.9387701	0.06022987	5.435746e-02	1.9663427	1.027573e+00
20	0.0	neg	0.9988998	0.9944168	1.0050983	0.9990218	0.9943836	1.0044785	0.9947157	0.9840926	1.0073787	0.9993942	0.9924722	1.0055245	0.9995491	0.9943221	1.0068923	0.9959281	0.9845841	1.0064233	0.2481544	0.2452205	0.2510867	0.2484266	0.2456010	0.2516028	0.2485652	0.2459086	0.2518261	0.2486033	0.2456285	0.2521082	0.2487157	0.2454157	0.2517711	0.2481739	0.2450245	0.2517975	0.8008141	0.7985717	0.8025540	0.8008518	0.7985191	0.8031548	0.8000696	0.7986105	0.8018151	0.8009987	0.7988501	0.8027233	0.8008674	0.7983674	0.8029221	0.8000907	0.7981868	0.8019376	0.9991608	0.9993999	0.9942435	0.9991402	0.9993784	0.9942221	0.9940387	0.5	2.384186e-07	-1.148403e-07	0.9387701	0.06022987	5.743968e-08	0.9989999	6.022981e-02
20	0.0	pos	0.9979118	0.9932568	1.0016053	0.9980235	0.9947710	1.0017819	0.9985194	0.9901932	1.0059698	0.9979536	0.9939132	1.0020014	0.9981081	0.9934100	1.0024880	0.9989990	0.9923317	1.0062499	0.2504703	0.2482343	0.2525606	0.2504879	0.2484971	0.2522921	0.2503454	0.2479341	0.2526160	0.2503343	0.2483098	0.2526660	0.2505567	0.2481883	0.2529168	0.2504201	0.2484340	0.2525761	0.7995075	0.7980815	0.8007961	0.7994344	0.7978042	0.8011102	0.7996143	0.7985316	0.8009670	0.7993670	0.7976056	0.8012248	0.7992236	0.7973856	0.8012731	0.7995124	0.7981148	0.8008297	0.9978824	0.9979681	0.9990530	0.9979211	0.9980073	0.9991005	1.0012137	0.5	2.384186e-07	 9.647541e-07	0.9387701	0.06022987	5.743968e-08	0.9990010	6.023089e-02
20	0.9	neg	0.9984253	0.9923084	1.0031779	1.0206700	1.0153044	1.0259725	0.9775771	0.9682953	0.9874042	0.9992325	0.9938847	1.0043143	1.0213031	1.0162189	1.0270371	0.9784686	0.9668673	0.9907709	0.2443484	0.2413133	0.2477035	0.2446538	0.2421000	0.2482859	0.2445628	0.2421410	0.2476068	0.2446288	0.2421585	0.2479109	0.2445849	0.2418583	0.2476956	0.2447125	0.2416655	0.2475480	0.8035487	0.8023075	0.8047123	0.8070181	0.8058324	0.8082395	0.7999198	0.7989787	0.8007649	0.8034676	0.8020613	0.8046306	0.8067601	0.8052956	0.8079342	0.8001964	0.7990534	0.8010834	0.9988496	1.0209548	0.9779317	0.9989959	1.0211188	0.9789283	0.9778598	0.5	8.962148e-02	-4.316844e-02	0.9387701	0.06022987	2.159156e-02	0.9774231	3.865298e-02
20	0.9	pos	1.0063922	1.0014161	1.0106960	1.0291599	1.0233113	1.0338747	1.3911624	1.3800103	1.4003736	1.0056342	0.9984223	1.0113082	1.0285364	1.0223330	1.0337438	1.0021247	0.9941787	1.0117468	0.3474862	0.3448135	0.3510858	0.3474344	0.3446226	0.3517719	0.3470297	0.3446998	0.3502648	0.3476467	0.3447542	0.3516154	0.3473213	0.3446958	0.3508690	0.3502234	0.3473501	0.3544175	0.7435104	0.7410539	0.7452508	0.7474863	0.7448884	0.7494753	0.8001007	0.7987750	0.8017213	0.7431382	0.7404181	0.7452145	0.7474104	0.7453967	0.7491817	0.7409092	0.7388000	0.7425913	1.0064502	1.0292254	1.3903688	1.0058276	1.0285418	1.0022313	1.3856079	0.5	8.962148e-02	 3.626508e-01	0.9387701	0.06022987	2.159156e-02	1.3832424	4.444722e-01
 3	0.0	neg	1.0022813	0.9956070	1.0113184	1.0090822	1.0006308	1.0165752	0.9946257	0.9819387	1.0065190	1.0015271	0.9939784	1.0093278	1.0083713	1.0001032	1.0164596	0.9951812	0.9821860	1.0070153	0.2473457	0.2433895	0.2505497	0.2473097	0.2437555	0.2505474	0.2471977	0.2431508	0.2500320	0.2474857	0.2446834	0.2505123	0.2474333	0.2438514	0.2507071	0.2470832	0.2437362	0.2505630	0.8020553	0.7996678	0.8045591	0.8029640	0.8006190	0.8055432	0.8008556	0.7991853	0.8028359	0.8017273	0.7996906	0.8043416	0.8031050	0.8009972	0.8060947	0.8010549	0.7986085	0.8034741	1.0014133	1.0088236	0.9955853	1.0014197	1.0088304	0.9960259	0.9918865	0.5	3.125000e-02	-1.505235e-02	0.9387701	0.06022987	7.528733e-03	0.9914764	5.270625e-02
 3	0.0	pos	0.9975322	0.9929755	1.0016824	1.0058286	1.0006619	1.0102529	1.1362045	1.1260831	1.1468476	0.9973678	0.9920017	1.0011617	1.0055176	0.9997583	1.0113830	1.0348554	1.0249970	1.0454089	0.2868849	0.2842001	0.2897650	0.2869828	0.2847070	0.2900253	0.2867136	0.2838685	0.2898748	0.2870579	0.2842368	0.2896950	0.2866133	0.2839371	0.2896787	0.2877998	0.2851372	0.2900246	0.7767900	0.7748735	0.7783385	0.7780801	0.7764391	0.7798850	0.7983782	0.7967935	0.7995790	0.7766173	0.7749319	0.7780875	0.7780628	0.7763273	0.7793188	0.7820883	0.7804159	0.7838438	0.9978369	1.0060504	1.1365564	0.9974210	1.0056261	1.0351492	1.1358560	0.5	3.125000e-02	 1.264523e-01	0.9387701	0.06022987	7.528733e-03	1.1329810	1.942109e-01
 3	0.9	neg	0.9985799	0.9948345	1.0015888	1.0506936	1.0466797	1.0552311	0.9408126	0.9343521	0.9494815	0.9992094	0.9951558	1.0017450	1.0507386	1.0462861	1.0547678	0.9420233	0.9356508	0.9514225	0.2347276	0.2318333	0.2377936	0.2344243	0.2318814	0.2373727	0.2349002	0.2318609	0.2383544	0.2346284	0.2317030	0.2380415	0.2342127	0.2314569	0.2374523	0.2347783	0.2320483	0.2377796	0.8096909	0.8079010	0.8111171	0.8174221	0.8150983	0.8194782	0.8004168	0.7991276	0.8016035	0.8097375	0.8076882	0.8112377	0.8172941	0.8156057	0.8190415	0.8004562	0.7990938	0.8016566	0.9986735	1.0504046	0.9410914	0.9987416	1.0504801	0.9419769	0.9416866	0.5	2.143437e-01	-1.032441e-01	0.9387701	0.06022987	5.163958e-02	0.9473955	8.625384e-03
 3	0.9	pos	0.9898107	0.9845901	0.9971314	1.0438520	1.0381238	1.0505411	1.9110083	1.8961709	1.9243457	0.9889387	0.9832064	0.9970727	1.0427762	1.0361043	1.0495981	0.9337124	0.9259173	0.9412991	0.4801759	0.4744081	0.4852022	0.4802440	0.4738924	0.4862079	0.4811576	0.4753813	0.4876997	0.4804964	0.4745367	0.4876554	0.4805449	0.4735429	0.4868294	0.4842915	0.4777260	0.4910499	0.6729148	0.6696339	0.6763827	0.6847307	0.6814609	0.6880825	0.7989751	0.7969036	0.8009128	0.6728537	0.6693095	0.6758843	0.6844185	0.6806022	0.6870875	0.6583087	0.6561357	0.6607540	0.9897511	1.0437801	1.9099791	0.9888287	1.0426299	0.9340522	1.9195931	0.5	2.143437e-01	 8.673360e-01	0.9387701	0.06022987	5.163958e-02	1.9179756	9.792054e-01
 4	0.0	neg	1.0007392	0.9932131	1.0057267	1.0045166	0.9992285	1.0092110	0.9949024	0.9827303	1.0047986	1.0003407	0.9940332	1.0054254	1.0044775	0.9993052	1.0097852	0.9950783	0.9844860	1.0063308	0.2490790	0.2465381	0.2521319	0.2492772	0.2461831	0.2530580	0.2494637	0.2465803	0.2523383	0.2492510	0.2462634	0.2517852	0.2493091	0.2465247	0.2523357	0.2490888	0.2466120	0.2518382	0.8005054	0.7986423	0.8022019	0.8011021	0.7995478	0.8025975	0.7996084	0.7982952	0.8009557	0.8005786	0.7987808	0.8023561	0.8011876	0.7993260	0.8029669	0.7998245	0.7984253	0.8011188	1.0004564	1.0040599	0.9953479	1.0005056	1.0041097	0.9957581	0.9934883	0.5	1.562500e-02	-7.526175e-03	0.9387701	0.06022987	3.764367e-03	0.9952382	5.646806e-02
 4	0.0	pos	1.0024813	0.9952798	1.0088715	1.0070581	1.0009496	1.0140461	1.0771806	1.0652000	1.0900880	1.0012423	0.9951532	1.0084282	1.0056658	0.9998668	1.0122141	1.0396635	1.0290098	1.0528452	0.2684207	0.2656402	0.2715827	0.2683652	0.2662038	0.2714717	0.2688448	0.2659624	0.2722860	0.2686955	0.2659383	0.2722391	0.2685940	0.2655458	0.2715192	0.2688813	0.2662139	0.2714696	0.7887871	0.7866817	0.7904083	0.7895418	0.7882244	0.7911008	0.8003648	0.7988570	0.8019106	0.7888145	0.7869413	0.7905726	0.7893846	0.7874353	0.7910071	0.7943862	0.7927440	0.7961963	1.0024897	1.0064738	1.0765820	1.0020208	1.0059983	1.0389797	1.0747337	0.5	1.562500e-02	 6.322613e-02	0.9387701	0.06022987	3.764367e-03	1.0659905	1.272204e-01
 4	0.9	neg	1.0050439	1.0004100	1.0094531	1.0552056	1.0498354	1.0596589	0.9523390	0.9433978	0.9612235	1.0049104	0.9998570	1.0106197	1.0559386	1.0503141	1.0612310	0.9531825	0.9424274	0.9625519	0.2366070	0.2339285	0.2400773	0.2367166	0.2343074	0.2389318	0.2364965	0.2342962	0.2387596	0.2368197	0.2344289	0.2398486	0.2364153	0.2340109	0.2389707	0.2364885	0.2339293	0.2393485	0.8094961	0.8076067	0.8115951	0.8168678	0.8143664	0.8185093	0.8009402	0.7992612	0.8024819	0.8095832	0.8072301	0.8114185	0.8167444	0.8150129	0.8189271	0.8009838	0.7994115	0.8025597	1.0047638	1.0554400	0.9527777	1.0048399	1.0555443	0.9535659	0.9472832	0.5	2.036266e-01	-9.808186e-02	0.9387701	0.06022987	4.905760e-02	0.9499757	1.120561e-02
 4	0.9	pos	1.0026323	0.9953837	1.0091212	1.0543551	1.0456576	1.0615747	1.8695846	1.8600609	1.8798558	1.0013420	0.9947734	1.0078908	1.0532835	1.0462388	1.0612663	0.9489429	0.9406605	0.9587195	0.4676856	0.4620740	0.4727295	0.4678110	0.4632488	0.4728264	0.4674914	0.4609988	0.4718893	0.4677502	0.4635540	0.4741928	0.4677643	0.4626435	0.4745767	0.4712782	0.4642085	0.4768462	0.6820147	0.6786331	0.6853390	0.6926556	0.6906872	0.6953057	0.7998809	0.7983824	0.8014061	0.6814373	0.6788003	0.6841123	0.6926039	0.6892901	0.6952758	0.6680322	0.6658930	0.6701883	1.0022712	1.0542197	1.8689067	1.0013072	1.0530330	0.9484859	1.8624363	0.5	2.036266e-01	 8.239692e-01	0.9387701	0.06022987	4.905760e-02	1.8720268	9.332567e-01
 5	0.0	neg	1.0014574	0.9939667	1.0083265	1.0029479	0.9958769	1.0103136	0.9977426	0.9861816	1.0117999	1.0010782	0.9949075	1.0082569	1.0032462	0.9965461	1.0099161	0.9975770	0.9876586	1.0115578	0.2495402	0.2471140	0.2522103	0.2497788	0.2474719	0.2520645	0.2494111	0.2471242	0.2515272	0.2496398	0.2464717	0.2524294	0.2495171	0.2464839	0.2521723	0.2492820	0.2461686	0.2519778	0.8006014	0.7992968	0.8017973	0.8007903	0.7993303	0.8019087	0.7998825	0.7985377	0.8010261	0.8005592	0.7994181	0.8018582	0.8007549	0.7995118	0.8022601	0.7997615	0.7985176	0.8010455	1.0013362	1.0031118	0.9970953	1.0014108	1.0031876	0.9973529	0.9968727	0.5	7.812500e-03	-3.763087e-03	0.9387701	0.06022987	1.882183e-03	0.9971191	5.834896e-02
 5	0.0	pos	0.9986150	0.9936970	1.0053309	1.0006604	0.9954295	1.0055259	1.0215898	1.0130419	1.0302322	0.9992897	0.9943406	1.0055686	1.0004329	0.9959486	1.0051211	1.0105084	0.9969204	1.0198113	0.2567693	0.2539976	0.2591247	0.2566242	0.2535616	0.2587363	0.2565740	0.2538220	0.2593875	0.2567356	0.2545976	0.2587133	0.2565978	0.2543403	0.2592808	0.2565635	0.2537356	0.2591785	0.7956259	0.7938039	0.7971803	0.7959603	0.7945854	0.7975441	0.7992523	0.7983178	0.8002579	0.7956304	0.7940760	0.7969435	0.7959278	0.7945104	0.7973848	0.7973996	0.7962127	0.7986233	0.9988507	1.0008169	1.0221333	0.9986011	1.0005626	1.0114417	1.0221808	0.5	7.812500e-03	 3.161306e-02	0.9387701	0.06022987	1.882183e-03	1.0324952	9.372511e-02
 5	0.9	neg	0.9994204	0.9954107	1.0030691	1.0471595	1.0431598	1.0523966	0.9529384	0.9406486	0.9648597	0.9994722	0.9953778	1.0042746	1.0473296	1.0425736	1.0522727	0.9545595	0.9439498	0.9673977	0.2373896	0.2350082	0.2400367	0.2372157	0.2349048	0.2398175	0.2373747	0.2344059	0.2400823	0.2371287	0.2351691	0.2398234	0.2372076	0.2348665	0.2397137	0.2372956	0.2349216	0.2405423	0.8081941	0.8063448	0.8096374	0.8152890	0.8140451	0.8163881	0.8008658	0.7989002	0.8022526	0.8081941	0.8066001	0.8097615	0.8151368	0.8136751	0.8163827	0.8008184	0.7993239	0.8023903	0.9996248	1.0470556	0.9529343	0.9997131	1.0471477	0.9537706	0.9555330	0.5	1.934452e-01	-9.317777e-02	0.9387701	0.06022987	4.660472e-02	0.9524270	1.365682e-02
 5	0.9	pos	1.0068025	0.9963264	1.0169862	1.0557899	1.0461138	1.0642766	1.8186666	1.7909461	1.8479603	1.0057752	0.9965240	1.0138695	1.0557326	1.0443223	1.0657621	0.9578672	0.9451939	0.9720920	0.4550817	0.4516580	0.4583546	0.4553860	0.4519781	0.4583642	0.4553758	0.4527895	0.4587008	0.4553968	0.4522634	0.4586025	0.4552679	0.4519896	0.4585868	0.4593160	0.4564607	0.4626755	0.6885307	0.6861805	0.6905587	0.6986260	0.6966905	0.7007165	0.7998024	0.7982620	0.8017755	0.6884625	0.6863874	0.6902788	0.6986184	0.6965547	0.7006801	0.6754024	0.6718344	0.6782674	1.0067536	1.0559881	1.8202790	1.0066472	1.0558083	0.9573291	1.8208016	0.5	1.934452e-01	 7.827707e-01	0.9387701	0.06022987	4.660472e-02	1.8283755	8.896053e-01
 6	0.0	neg	1.0003407	0.9914247	1.0074181	1.0016925	0.9940602	1.0097547	1.0019824	0.9921449	1.0124694	1.0007697	0.9918726	1.0086904	1.0014086	0.9937114	1.0093827	1.0024595	0.9921150	1.0133640	0.2507180	0.2479995	0.2535023	0.2505704	0.2476312	0.2532248	0.2506115	0.2481475	0.2535089	0.2507883	0.2477777	0.2538782	0.2508947	0.2484658	0.2536536	0.2505464	0.2474771	0.2535039	0.7996088	0.7978248	0.8016721	0.7997167	0.7978558	0.8013729	0.7997637	0.7984904	0.8011857	0.7996221	0.7979539	0.8020129	0.7997799	0.7979571	0.8014233	0.7997858	0.7982963	0.8012604	1.0005617	1.0013950	1.0017259	1.0005944	1.0014273	1.0017305	1.0008768	0.5	3.906250e-03	-1.881544e-03	0.9387701	0.06022987	9.410917e-04	0.9980595	5.928942e-02
 6	0.0	pos	1.0045871	1.0007848	1.0097373	1.0056723	1.0013225	1.0094559	1.0278653	1.0182141	1.0404250	1.0044085	1.0007455	1.0084746	1.0052839	1.0016925	1.0095715	1.0245894	1.0147346	1.0365447	0.2567877	0.2546216	0.2591327	0.2570109	0.2547762	0.2595377	0.2568514	0.2544106	0.2587370	0.2568878	0.2544615	0.2592050	0.2568059	0.2545447	0.2597602	0.2570095	0.2547257	0.2595544	0.7962233	0.7949922	0.7976374	0.7963987	0.7951246	0.7979295	0.8000097	0.7988263	0.8014812	0.7962731	0.7948968	0.7978975	0.7964886	0.7950758	0.7979368	0.7994696	0.7982927	0.8005228	1.0046057	1.0053404	1.0282523	1.0045349	1.0052676	1.0252291	1.0242018	0.5	3.906250e-03	 1.580653e-02	0.9387701	0.06022987	9.410917e-04	1.0157476	7.697749e-02
 6	0.9	neg	0.9983552	0.9934988	1.0030079	1.0436189	1.0375575	1.0481633	0.9526831	0.9434996	0.9622302	0.9984293	0.9932228	1.0031737	1.0439012	1.0386186	1.0482515	0.9531361	0.9429183	0.9638843	0.2390787	0.2359992	0.2418355	0.2387401	0.2351914	0.2413280	0.2387500	0.2361751	0.2413036	0.2385645	0.2354270	0.2413809	0.2384559	0.2351039	0.2415605	0.2390520	0.2355573	0.2417841	0.8072660	0.8055734	0.8091777	0.8139511	0.8116750	0.8155142	0.7995029	0.7970627	0.8017964	0.8070400	0.8050190	0.8088363	0.8139507	0.8120201	0.8156934	0.7995779	0.7972106	0.8016870	0.9984906	1.0440249	0.9526160	0.9985248	1.0440651	0.9533886	0.9521159	0.5	1.837730e-01	-8.851888e-02	0.9387701	0.06022987	4.427449e-02	0.9547556	1.598547e-02
 6	0.9	pos	1.0000134	0.9934802	1.0096541	1.0462282	1.0383401	1.0548113	1.7789621	1.7664981	1.7923766	0.9995056	0.9936263	1.0050693	1.0445085	1.0375384	1.0521260	0.9489098	0.9374483	0.9590279	0.4483389	0.4443994	0.4530437	0.4482946	0.4444637	0.4527461	0.4485039	0.4446210	0.4530284	0.4485995	0.4447064	0.4532758	0.4481984	0.4440791	0.4523368	0.4521670	0.4483928	0.4558754	0.6902625	0.6877441	0.6928090	0.7003355	0.6975641	0.7028754	0.7986757	0.7963154	0.8008551	0.6903337	0.6880925	0.6932724	0.6999736	0.6965063	0.7027699	0.6774195	0.6744391	0.6810591	0.9997631	1.0461261	1.7787730	0.9992391	1.0454832	0.9493349	1.7853076	0.5	1.837730e-01	 7.436322e-01	0.9387701	0.06022987	4.427449e-02	1.7869067	8.481365e-01
 7	0.0	neg	1.0041345	0.9991193	1.0090676	1.0045756	0.9983345	1.0103303	0.9980340	0.9889332	1.0056147	1.0044178	0.9983398	1.0105948	1.0056990	1.0000398	1.0112854	0.9974721	0.9880779	1.0063200	0.2488245	0.2467321	0.2506230	0.2487260	0.2465200	0.2508763	0.2485403	0.2460021	0.2505309	0.2486630	0.2464038	0.2505774	0.2486450	0.2456077	0.2513242	0.2485949	0.2463210	0.2508926	0.8016661	0.8004853	0.8029257	0.8015519	0.7998355	0.8029629	0.8005647	0.7996741	0.8014761	0.8016220	0.8004462	0.8028790	0.8016603	0.8001208	0.8031271	0.8003884	0.7993295	0.8017031	1.0042189	1.0045581	0.9977152	1.0042838	1.0046222	0.9977078	0.9928528	0.5	1.953125e-03	-9.407719e-04	0.9387701	0.06022987	4.705458e-04	0.9985298	5.975964e-02
 7	0.0	pos	0.9999190	0.9951768	1.0052775	1.0008091	0.9968338	1.0054978	1.0056229	0.9968311	1.0156840	1.0007092	0.9948234	1.0066476	1.0005348	0.9945945	1.0066643	1.0058618	0.9928110	1.0172692	0.2523661	0.2499607	0.2546763	0.2522981	0.2498272	0.2547180	0.2524605	0.2504562	0.2545312	0.2524438	0.2500943	0.2549021	0.2522344	0.2497927	0.2540859	0.2524200	0.2502029	0.2548973	0.7984707	0.7965120	0.8003882	0.7987186	0.7970353	0.8003277	0.7994213	0.7979560	0.8010642	0.7984566	0.7966560	0.8001274	0.7986488	0.7971235	0.8002997	0.7992221	0.7973500	0.8010853	1.0003689	1.0006648	1.0062900	1.0003201	1.0006157	1.0054895	1.0072693	0.5	1.953125e-03	 7.903266e-03	0.9387701	0.06022987	4.705458e-04	1.0073738	6.860368e-02
 7	0.9	neg	1.0006084	0.9965386	1.0068956	1.0430636	1.0385480	1.0482142	0.9594928	0.9502155	0.9690280	1.0015187	0.9969502	1.0065770	1.0430401	1.0376650	1.0480858	0.9604449	0.9507886	0.9691478	0.2386521	0.2370102	0.2410535	0.2387247	0.2370275	0.2408839	0.2386950	0.2369280	0.2416307	0.2386568	0.2369568	0.2413266	0.2386427	0.2370120	0.2407078	0.2387457	0.2368608	0.2407997	0.8074383	0.8060644	0.8087426	0.8138286	0.8124625	0.8150734	0.8007321	0.7994651	0.8018559	0.8074042	0.8059353	0.8086499	0.8138103	0.8126998	0.8150558	0.8009075	0.7997130	0.8020538	1.0009223	1.0433224	0.9594439	1.0009619	1.0433738	0.9601962	0.9586876	0.5	1.745843e-01	-8.409294e-02	0.9387701	0.06022987	4.206076e-02	0.9569678	1.819769e-02
 7	0.9	pos	0.9951546	0.9853120	1.0027228	1.0379983	1.0278892	1.0462818	1.7354067	1.7102117	1.7610644	0.9935755	0.9849313	1.0025056	1.0376978	1.0270866	1.0474378	0.9498285	0.9372874	0.9636789	0.4348713	0.4281999	0.4408834	0.4349649	0.4288970	0.4427175	0.4348284	0.4299346	0.4407325	0.4353753	0.4289138	0.4424789	0.4342656	0.4291216	0.4394901	0.4382217	0.4323361	0.4449893	0.6961893	0.6938748	0.6981996	0.7051142	0.7030648	0.7071429	0.7997764	0.7986395	0.8010460	0.6958249	0.6940645	0.6978645	0.7047795	0.7023677	0.7074851	0.6844470	0.6831454	0.6862955	0.9952349	1.0386435	1.7360062	0.9944540	1.0376976	0.9503899	1.7403112	0.5	1.745843e-01	 7.064506e-01	0.9387701	0.06022987	4.206076e-02	1.7475113	8.087412e-01
 8	0.0	neg	1.0004520	0.9946241	1.0049759	1.0012463	0.9964542	1.0060158	1.0024022	0.9941188	1.0119881	1.0005903	0.9941420	1.0068118	1.0017668	0.9957547	1.0074469	1.0014212	0.9943375	1.0089488	0.2507279	0.2488279	0.2521692	0.2506224	0.2488512	0.2525832	0.2505056	0.2485843	0.2520511	0.2505264	0.2488803	0.2522701	0.2504803	0.2483144	0.2522887	0.2505563	0.2486568	0.2521844	0.7996520	0.7979153	0.8014421	0.7999832	0.7981945	0.8014608	0.8000021	0.7982854	0.8014169	0.7995829	0.7978689	0.8015029	0.7999189	0.7984200	0.8014307	0.7999989	0.7987796	0.8015102	1.0003588	1.0008404	1.0022790	1.0003653	1.0008471	1.0022694	0.9997775	0.5	9.765625e-04	-4.703859e-04	0.9387701	0.06022987	2.352729e-04	0.9987649	5.999475e-02
 8	0.0	pos	1.0051302	1.0013658	1.0090859	1.0060797	1.0015926	1.0109664	1.0149535	1.0054625	1.0239842	1.0049483	1.0015912	1.0084437	1.0057786	1.0019667	1.0099353	1.0143246	1.0052219	1.0242491	0.2533721	0.2506606	0.2559341	0.2535886	0.2508800	0.2566834	0.2533861	0.2501582	0.2560855	0.2533346	0.2504119	0.2564167	0.2533340	0.2505567	0.2559800	0.2539031	0.2511346	0.2566793	0.7985304	0.7970540	0.8003315	0.7985768	0.7971738	0.8003684	0.8001281	0.7992271	0.8011978	0.7985662	0.7969837	0.8001177	0.7988241	0.7972789	0.8004422	0.8001943	0.7989833	0.8011371	1.0051441	1.0058741	1.0151279	1.0049177	1.0056494	1.0145967	1.0120349	0.5	9.765625e-04	 3.951633e-03	0.9387701	0.06022987	2.352729e-04	1.0031869	6.441677e-02
 8	0.9	neg	1.0001777	0.9948011	1.0049186	1.0413977	1.0368169	1.0467290	0.9594638	0.9535046	0.9658419	1.0003571	0.9955984	1.0050260	1.0413402	1.0366576	1.0464751	0.9606229	0.9549768	0.9677212	0.2407572	0.2371998	0.2435872	0.2405373	0.2374287	0.2437769	0.2410401	0.2380479	0.2437051	0.2409014	0.2375567	0.2436258	0.2411441	0.2386527	0.2433213	0.2407258	0.2374623	0.2433503	0.8057389	0.8039996	0.8075040	0.8121548	0.8105282	0.8138216	0.7991247	0.7972339	0.8007318	0.8057229	0.8037194	0.8073770	0.8122655	0.8104086	0.8149066	0.7993035	0.7978349	0.8007699	1.0001915	1.0413562	0.9598172	1.0003489	1.0415518	0.9606819	0.9607016	0.5	1.658551e-01	-7.988829e-02	0.9387701	0.06022987	3.995772e-02	0.9590694	2.029930e-02
 8	0.9	pos	1.0065019	0.9943762	1.0228552	1.0498014	1.0389675	1.0615299	1.7181352	1.6933931	1.7367044	1.0059449	0.9950345	1.0160667	1.0466900	1.0354419	1.0561507	0.9733329	0.9557257	0.9890932	0.4305258	0.4262199	0.4350727	0.4295868	0.4253471	0.4339233	0.4302702	0.4264517	0.4348149	0.4299307	0.4258703	0.4348093	0.4298754	0.4248014	0.4343770	0.4336808	0.4292213	0.4375189	0.7006274	0.6968592	0.7038015	0.7091603	0.7067126	0.7128337	0.7997252	0.7982817	0.8016293	0.7004548	0.6972790	0.7039244	0.7089766	0.7053770	0.7124152	0.6910469	0.6875386	0.6942854	1.0068433	1.0489111	1.7191728	1.0063886	1.0483393	0.9730704	1.7123963	0.5	1.658551e-01	 6.711281e-01	0.9387701	0.06022987	3.995772e-02	1.7100858	7.713156e-01
