t	P	cov	vg_gcta.x.mean	vg_gcta.x.CI95l	vg_gcta.x.CI95r	vg_GRMvarX.x.mean	vg_GRMvarX.x.CI95l	vg_GRMvarX.x.CI95r	vg_GRMld.x.mean	vg_GRMld.x.CI95l	vg_GRMld.x.CI95r	vg_gcta_wganc.x.mean	vg_gcta_wganc.x.CI95l	vg_gcta_wganc.x.CI95r	vg_GRMvarX_ganc.x.mean	vg_GRMvarX_ganc.x.CI95l	vg_GRMvarX_ganc.x.CI95r	vg_GRMld_ganc.x.mean	vg_GRMld_ganc.x.CI95l	vg_GRMld_ganc.x.CI95r	ve_GRMstd.mean	ve_GRMstd.CI95l	ve_GRMstd.CI95r	ve_GRMvarx.mean	ve_GRMvarx.CI95l	ve_GRMvarx.CI95r	ve_GRMld.mean	ve_GRMld.CI95l	ve_GRMld.CI95r	ve_GRMstd_ganc.mean	ve_GRMstd_ganc.CI95l	ve_GRMstd_ganc.CI95r	ve_GRMvarx_ganc.mean	ve_GRMvarx_ganc.CI95l	ve_GRMvarx_ganc.CI95r	ve_GRMld_ganc.mean	ve_GRMld_ganc.CI95l	ve_GRMld_ganc.CI95r	h2_GRMstd.mean	h2_GRMstd.CI95l	h2_GRMstd.CI95r	h2_GRMvarx.mean	h2_GRMvarx.CI95l	h2_GRMvarx.CI95r	h2_GRMld.mean	h2_GRMld.CI95l	h2_GRMld.CI95r	h2_GRMstd_ganc.mean	h2_GRMstd_ganc.CI95l	h2_GRMstd_ganc.CI95r	h2_GRMvarx_ganc.mean	h2_GRMvarx_ganc.CI95l	h2_GRMvarx_ganc.CI95r	h2_GRMld_ganc.mean	h2_GRMld_ganc.CI95l	h2_GRMld_ganc.CI95r	vg_gcta.y	vg_GRMvarX.y	vg_GRMld.y	vg_gcta_wganc.y	vg_GRMvarX_ganc.y	vg_GRMld_ganc.y	var.prs.geno	exp.theta	exp.var.theta	va.term4	va.term1	va.term2	va.term3	exp.vg	exp.vgamma
13	0.0	neg	1.0066569	1.0020940	1.0113101	1.0065215	1.0025120	1.0103760	1.0041268	0.9985099	1.0095091	1.0066683	1.0026373	1.0108808	1.0065803	1.0020814	1.0112125	1.0044031	0.9988439	1.0103661	0.2485816	0.2451788	0.2512307	0.2488228	0.2454845	0.2517721	0.2490864	0.2462370	0.2523093	0.2488841	0.2461893	0.2519724	0.2490779	0.2459286	0.2526227	0.2490364	0.2458530	0.2519117	0.8017311	0.7997824	0.8036460	0.8013197	0.7988713	0.8031724	0.8012665	0.7995827	0.8025935	0.8015869	0.7987676	0.8034898	0.8017166	0.7994079	0.8038061	0.8013575	0.7998295	0.8029650	1.0064838	1.0065490	1.0038398	1.0065220	1.0065869	1.0038698	0.9974564	0.5	3.051758e-05	-1.469956e-05	0.9387701	0.06022987	7.352279e-06	0.9989927	6.022252e-02
13	0.0	pos	0.9989381	0.9923201	1.0052772	0.9983075	0.9918921	1.0049415	0.9973776	0.9864382	1.0093444	0.9987829	0.9941035	1.0047683	0.9989484	0.9933085	1.0056569	0.9963040	0.9829213	1.0081547	0.2495445	0.2475284	0.2521952	0.2495274	0.2477818	0.2517711	0.2493615	0.2473058	0.2519211	0.2493157	0.2473834	0.2510607	0.2493415	0.2471336	0.2511904	0.2494075	0.2471782	0.2517932	0.8000807	0.7988989	0.8011626	0.8001523	0.7988396	0.8012328	0.7997983	0.7981284	0.8009272	0.8001934	0.7989353	0.8013212	0.8001034	0.7989006	0.8012440	0.7997496	0.7984952	0.8009635	0.9987024	0.9986867	0.9969152	0.9986280	0.9986129	0.9968568	0.9965480	0.5	3.051758e-05	 1.234885e-04	0.9387701	0.06022987	7.352279e-06	0.9991308	6.036071e-02
13	0.9	neg	1.0024927	0.9971809	1.0093553	1.0345040	1.0281009	1.0423088	0.9716699	0.9626253	0.9826076	1.0030406	0.9966899	1.0095319	1.0347015	1.0284322	1.0420931	0.9720607	0.9620846	0.9820795	0.2432440	0.2408139	0.2456639	0.2433007	0.2405410	0.2465663	0.2433063	0.2403120	0.2469129	0.2433486	0.2404973	0.2463136	0.2433894	0.2402854	0.2459815	0.2434469	0.2408800	0.2462018	0.8048584	0.8028416	0.8065094	0.8098234	0.8079505	0.8120484	0.7996982	0.7984806	0.8010781	0.8047358	0.8024894	0.8068359	0.8096552	0.8076493	0.8115416	0.7997819	0.7983096	0.8015605	1.0027653	1.0349069	0.9718415	1.0028957	1.0350559	0.9727001	0.9702821	0.5	1.283355e-01	-6.181604e-02	0.9387701	0.06022987	3.091853e-02	0.9681025	2.933236e-02
13	0.9	pos	1.0042533	0.9943624	1.0142685	1.0377364	1.0266696	1.0469432	1.5496658	1.5356551	1.5641940	1.0025568	0.9928306	1.0134119	1.0364783	1.0268808	1.0461841	0.9772125	0.9694019	0.9839554	0.3872980	0.3841424	0.3907937	0.3871261	0.3840915	0.3909252	0.3869756	0.3838717	0.3904892	0.3870676	0.3842552	0.3909831	0.3870422	0.3838525	0.3900616	0.3903939	0.3875232	0.3932620	0.7215176	0.7192369	0.7236562	0.7282147	0.7260508	0.7306945	0.8002782	0.7988234	0.8017200	0.7213574	0.7186802	0.7238110	0.7277405	0.7255006	0.7300104	0.7145891	0.7124884	0.7165154	1.0035405	1.0364351	1.5504526	1.0029824	1.0357943	0.9776556	1.5480134	0.5	1.283355e-01	 5.193061e-01	0.9387701	0.06022987	3.091853e-02	1.5492246	6.104545e-01
14	0.0	neg	1.0050922	0.9999136	1.0105779	1.0044548	0.9986551	1.0092319	1.0031978	0.9951116	1.0085291	1.0048815	0.9979136	1.0101030	1.0047118	0.9989991	1.0105517	1.0030282	0.9961655	1.0096154	0.2501101	0.2485819	0.2516046	0.2502160	0.2485672	0.2516953	0.2504091	0.2487564	0.2519172	0.2504086	0.2489904	0.2518965	0.2504725	0.2488845	0.2518203	0.2501774	0.2486262	0.2517173	0.8005605	0.7993370	0.8018195	0.8003977	0.7992034	0.8017426	0.8003828	0.7990216	0.8017095	0.8005884	0.7992892	0.8018994	0.8005565	0.7992012	0.8016652	0.8003323	0.7989986	0.8019502	1.0047958	1.0044099	1.0031819	1.0047677	1.0043825	1.0031594	0.9989803	0.5	1.525879e-05	-7.349780e-06	0.9387701	0.06022987	3.676139e-06	0.9989963	6.022619e-02
14	0.0	pos	0.9940146	0.9858619	1.0044650	0.9949844	0.9878580	1.0037077	0.9952845	0.9816886	1.0081930	0.9947198	0.9865657	1.0032048	0.9947479	0.9876076	1.0022776	0.9953497	0.9846610	1.0088530	0.2500341	0.2476597	0.2518705	0.2500730	0.2474582	0.2525201	0.2500415	0.2475684	0.2523722	0.2502120	0.2479652	0.2525365	0.2499976	0.2475423	0.2521589	0.2501051	0.2471984	0.2527115	0.7989972	0.7972366	0.8006663	0.7990404	0.7970918	0.8012218	0.7992297	0.7973870	0.8013890	0.7989799	0.7971893	0.8008092	0.7988821	0.7969599	0.8008517	0.7993052	0.7974229	0.8015377	0.9944776	0.9944519	0.9962398	0.9944583	0.9944328	0.9962261	1.0008330	0.5	1.525879e-05	 6.174426e-05	0.9387701	0.06022987	3.676139e-06	0.9990654	6.029529e-02
14	0.9	neg	1.0016540	0.9949824	1.0081130	1.0320547	1.0256346	1.0400395	0.9744090	0.9672135	0.9813187	1.0023653	0.9963792	1.0088217	1.0323073	1.0266869	1.0393677	0.9748474	0.9679650	0.9831408	0.2422528	0.2397449	0.2448790	0.2425787	0.2396881	0.2448584	0.2426004	0.2400989	0.2452078	0.2424001	0.2396196	0.2448799	0.2424891	0.2395877	0.2449578	0.2424793	0.2395437	0.2449432	0.8053864	0.8038770	0.8075193	0.8098617	0.8083839	0.8115080	0.8009165	0.7996376	0.8025585	0.8051825	0.8036975	0.8070972	0.8098049	0.8084524	0.8112949	0.8008903	0.7995755	0.8024787	1.0021720	1.0320184	0.9744199	1.0022375	1.0320983	0.9752250	0.9702853	0.5	1.219187e-01	-5.872523e-02	0.9387701	0.06022987	2.937260e-02	0.9696474	3.087723e-02
14	0.9	pos	1.0050791	0.9991540	1.0118891	1.0363525	1.0302197	1.0433302	1.5310713	1.5210245	1.5441196	1.0043433	0.9981917	1.0115789	1.0354442	1.0284074	1.0435149	0.9834429	0.9762301	0.9910494	0.3825502	0.3787136	0.3868678	0.3822263	0.3784407	0.3866776	0.3821294	0.3785969	0.3858224	0.3823502	0.3775515	0.3871344	0.3822021	0.3784757	0.3865483	0.3858730	0.3816655	0.3899851	0.7242978	0.7214089	0.7270948	0.7303133	0.7274644	0.7325616	0.8001119	0.7984059	0.8017393	0.7246110	0.7221602	0.7267782	0.7302411	0.7276666	0.7327682	0.7184322	0.7161937	0.7206092	1.0054716	1.0361148	1.5311036	1.0050586	1.0356364	0.9842557	1.5300827	0.5	1.219187e-01	 4.933408e-01	0.9387701	0.06022987	2.937260e-02	1.5217134	5.829433e-01
15	0.0	neg	1.0001937	0.9951028	1.0072180	0.9999093	0.9941343	1.0070293	0.9913898	0.9796648	0.9991443	1.0001690	0.9952178	1.0055997	0.9998656	0.9932794	1.0068358	0.9900032	0.9814195	0.9992308	0.2477844	0.2440522	0.2511060	0.2474064	0.2440792	0.2505811	0.2476696	0.2447427	0.2504320	0.2474940	0.2437534	0.2502924	0.2476209	0.2434156	0.2506243	0.2477956	0.2442125	0.2507312	0.8015490	0.7990420	0.8039958	0.8015353	0.7995210	0.8036487	0.8000603	0.7986256	0.8014457	0.8015233	0.7992872	0.8035710	0.8012728	0.7985758	0.8032567	0.8001106	0.7988443	0.8014418	1.0000858	0.9997191	0.9907555	1.0000555	0.9996883	0.9907329	0.9892627	0.5	7.629395e-06	-3.674890e-06	0.9387701	0.06022987	1.838070e-06	0.9989982	6.022803e-02
15	0.0	pos	0.9993465	0.9930080	1.0068340	0.9992505	0.9914534	1.0060051	0.9957160	0.9812177	1.0105226	0.9989771	0.9916574	1.0060942	1.0002262	0.9939215	1.0065546	0.9958682	0.9796736	1.0121702	0.2491793	0.2468009	0.2514139	0.2492000	0.2470337	0.2514837	0.2490364	0.2469782	0.2513301	0.2494111	0.2474350	0.2513705	0.2490845	0.2474518	0.2506830	0.2491070	0.2469975	0.2509080	0.8005218	0.7993922	0.8020810	0.8003615	0.7989331	0.8017155	0.7998889	0.7981860	0.8011725	0.8003650	0.7989253	0.8018723	0.8003847	0.7989301	0.8015252	0.7998340	0.7984211	0.8016798	0.9996132	0.9996640	0.9960494	0.9996411	0.9996932	0.9960661	0.9959062	0.5	7.629395e-06	 3.087213e-05	0.9387701	0.06022987	1.838070e-06	0.9990327	6.026258e-02
15	0.9	neg	0.9980939	0.9941510	1.0011708	1.0267946	1.0234092	1.0296647	0.9684811	0.9560373	0.9785939	0.9985014	0.9946983	1.0017567	1.0270898	1.0236602	1.0303538	0.9691565	0.9597707	0.9791949	0.2418770	0.2383522	0.2449612	0.2419958	0.2390435	0.2446279	0.2420556	0.2388068	0.2449085	0.2419953	0.2385559	0.2451655	0.2416911	0.2387658	0.2444127	0.2417559	0.2380153	0.2448198	0.8049423	0.8032513	0.8069661	0.8093584	0.8075234	0.8112392	0.7998787	0.7986303	0.8010220	0.8049853	0.8031044	0.8068440	0.8094837	0.8080040	0.8112465	0.8002640	0.7990319	0.8016318	0.9983360	1.0267815	0.9679469	0.9983914	1.0268439	0.9686646	0.9683482	0.5	1.158228e-01	-5.578897e-02	0.9387701	0.06022987	2.790397e-02	0.9711150	3.234486e-02
15	0.9	pos	1.0047499	0.9960732	1.0123855	1.0326088	1.0254858	1.0419508	1.4962220	1.4801431	1.5147921	1.0045613	0.9946086	1.0166467	1.0318588	1.0237544	1.0414270	0.9818290	0.9757229	0.9879476	0.3736917	0.3704258	0.3763159	0.3733361	0.3711148	0.3758518	0.3737555	0.3712549	0.3770659	0.3734827	0.3708720	0.3762283	0.3733330	0.3690636	0.3763748	0.3767476	0.3733551	0.3800738	0.7289963	0.7276497	0.7305814	0.7346219	0.7330323	0.7363168	0.8001202	0.7991582	0.8010778	0.7288131	0.7274019	0.7299657	0.7344018	0.7332725	0.7355364	0.7226610	0.7208328	0.7237000	1.0046362	1.0336631	1.4951307	1.0038235	1.0327656	0.9815391	1.4927017	0.5	1.158228e-01	 4.686738e-01	0.9387701	0.06022987	2.790397e-02	1.4955777	5.568076e-01
16	0.0	neg	1.0008491	0.9951581	1.0058754	1.0010227	0.9955906	1.0061080	0.9945865	0.9870073	1.0023359	1.0012539	0.9953740	1.0072319	1.0009023	0.9944461	1.0063734	0.9952410	0.9880016	1.0052174	0.2488189	0.2462824	0.2516982	0.2489348	0.2462680	0.2515076	0.2487539	0.2463340	0.2514913	0.2489434	0.2467253	0.2523483	0.2486773	0.2463332	0.2515555	0.2487683	0.2466238	0.2514005	0.8006864	0.7990058	0.8024060	0.8006879	0.7991981	0.8022153	0.7999291	0.7988455	0.8012849	0.8008745	0.7989645	0.8026323	0.8009553	0.7994573	0.8026763	0.7999129	0.7987921	0.8009543	1.0010273	1.0007152	0.9953443	1.0010423	1.0007307	0.9953549	0.9934334	0.5	3.814697e-06	-1.837445e-06	0.9387701	0.06022987	9.190348e-07	0.9989991	6.022895e-02
16	0.0	pos	1.0004169	0.9947187	1.0056669	1.0001749	0.9955756	1.0050601	1.0024263	0.9949118	1.0116817	1.0006049	0.9957989	1.0057675	1.0001679	0.9953519	1.0050606	1.0015179	0.9940284	1.0095100	0.2497533	0.2475062	0.2519649	0.2499004	0.2475262	0.2523819	0.2498065	0.2477803	0.2520505	0.2498455	0.2474143	0.2515335	0.2497708	0.2473437	0.2519039	0.2500225	0.2476536	0.2518111	0.8000403	0.7978459	0.8021522	0.8001348	0.7986035	0.8022712	0.8004727	0.7987675	0.8022683	0.8002916	0.7981982	0.8022105	0.8000120	0.7981190	0.8018625	0.8003518	0.7985373	0.8019604	1.0003550	1.0000955	1.0014971	1.0003024	1.0000430	1.0014473	1.0004261	0.5	3.814697e-06	 1.543607e-05	0.9387701	0.06022987	9.190348e-07	0.9990164	6.024622e-02
16	0.9	neg	1.0022347	0.9930820	1.0097832	1.0296951	1.0211454	1.0369843	0.9721495	0.9655040	0.9788664	1.0025163	0.9943553	1.0093290	1.0294884	1.0209168	1.0367222	0.9733561	0.9645558	0.9814080	0.2428976	0.2416945	0.2444091	0.2429893	0.2413284	0.2445830	0.2430168	0.2415306	0.2443996	0.2428612	0.2413569	0.2444616	0.2429730	0.2413272	0.2444906	0.2430073	0.2416114	0.2444294	0.8050027	0.8034490	0.8064966	0.8090443	0.8074863	0.8106446	0.8001284	0.7987727	0.8015464	0.8049476	0.8036658	0.8061232	0.8091674	0.8072989	0.8107658	0.8002713	0.7989271	0.8015623	1.0025527	1.0299110	0.9727057	1.0026614	1.0300391	0.9735420	0.9721831	0.5	1.100317e-01	-5.299952e-02	0.9387701	0.06022987	2.650877e-02	0.9725092	3.373911e-02
16	0.9	pos	0.9950893	0.9820514	1.0085901	1.0224515	1.0135630	1.0323430	1.4679792	1.4492144	1.4861501	0.9940441	0.9813378	1.0085521	1.0221246	1.0143872	1.0337502	0.9826194	0.9724911	0.9941855	0.3682327	0.3631003	0.3727092	0.3683460	0.3633602	0.3729869	0.3685260	0.3643472	0.3739018	0.3680620	0.3640021	0.3722040	0.3683860	0.3646008	0.3723196	0.3722689	0.3686296	0.3770655	0.7295542	0.7262736	0.7324790	0.7350407	0.7317468	0.7378311	0.7994086	0.7976571	0.8017174	0.7298289	0.7265137	0.7328735	0.7348284	0.7319586	0.7376021	0.7253935	0.7228588	0.7277608	0.9947069	1.0226040	1.4691387	0.9949004	1.0227827	0.9830323	1.4713231	0.5	1.100317e-01	 4.452401e-01	0.9387701	0.06022987	2.650877e-02	1.4707488	5.319787e-01
17	0.0	neg	1.0016452	0.9988569	1.0057998	1.0014561	0.9982269	1.0056940	0.9994060	0.9915228	1.0060709	1.0016046	0.9976738	1.0051182	1.0013087	0.9971575	1.0057348	0.9990024	0.9915265	1.0058583	0.2493480	0.2472557	0.2511958	0.2494734	0.2473539	0.2514200	0.2492966	0.2471625	0.2512170	0.2494793	0.2469897	0.2515169	0.2493416	0.2473362	0.2511595	0.2493640	0.2474170	0.2509222	0.8007616	0.7993573	0.8025521	0.8005989	0.7990475	0.8021560	0.8004374	0.7991488	0.8017291	0.8007012	0.7994064	0.8025470	0.8006052	0.7991778	0.8021595	0.8002582	0.7992514	0.8015223	1.0014297	1.0014526	0.9993625	1.0014443	1.0014671	0.9993688	0.9972283	0.5	1.907349e-06	-9.187225e-07	0.9387701	0.06022987	4.595174e-07	0.9989995	6.022941e-02
17	0.0	pos	0.9976745	0.9937051	1.0019751	0.9979555	0.9941162	1.0032208	0.9933060	0.9814410	1.0020962	0.9974555	0.9925575	1.0026693	0.9974265	0.9925758	1.0017452	0.9936927	0.9836842	1.0039119	0.2486960	0.2456026	0.2514573	0.2487888	0.2457365	0.2517293	0.2486148	0.2463888	0.2512732	0.2487660	0.2458892	0.2513142	0.2486895	0.2460079	0.2518077	0.2486601	0.2460088	0.2520201	0.8004951	0.7988640	0.8022674	0.8004112	0.7987031	0.8021779	0.7999152	0.7986445	0.8012100	0.8004667	0.7985462	0.8025439	0.8006318	0.7984523	0.8030074	0.7998118	0.7986491	0.8013649	0.9978467	0.9980814	0.9935880	0.9976180	0.9978525	0.9933741	0.9951803	0.5	1.907349e-06	 7.718033e-06	0.9387701	0.06022987	4.595174e-07	0.9990082	6.023805e-02
17	0.9	neg	1.0027500	0.9972525	1.0073221	1.0287441	1.0236886	1.0333204	0.9729847	0.9645951	0.9825288	1.0028043	0.9977924	1.0071359	1.0288370	1.0247721	1.0333430	0.9733862	0.9653791	0.9831367	0.2441236	0.2419056	0.2457716	0.2440655	0.2423490	0.2461262	0.2441965	0.2427920	0.2457542	0.2442393	0.2428490	0.2459024	0.2441954	0.2424959	0.2458081	0.2443449	0.2429178	0.2458087	0.8041213	0.8027045	0.8054279	0.8083011	0.8070651	0.8098652	0.7994609	0.7975472	0.8012131	0.8043385	0.8028796	0.8058478	0.8081272	0.8068600	0.8094880	0.7994349	0.7979190	0.8011035	1.0029239	1.0288459	0.9730919	1.0029616	1.0288834	0.9739213	0.9730819	0.5	1.045301e-01	-5.034955e-02	0.9387701	0.06022987	2.518333e-02	0.9738338	3.506365e-02
17	0.9	pos	0.9955487	0.9871150	1.0024624	1.0224057	1.0128416	1.0315202	1.4477378	1.4327745	1.4626810	0.9963241	0.9880953	1.0045961	1.0223911	1.0130951	1.0320048	0.9817331	0.9683022	0.9924160	0.3622698	0.3588348	0.3648151	0.3619622	0.3576940	0.3648628	0.3625131	0.3593159	0.3649305	0.3624200	0.3581238	0.3656826	0.3625008	0.3597286	0.3652235	0.3655951	0.3618604	0.3682679	0.7334935	0.7302468	0.7364643	0.7384615	0.7358204	0.7411998	0.7998273	0.7975812	0.8018668	0.7332595	0.7297874	0.7356851	0.7384315	0.7352363	0.7418482	0.7287805	0.7254147	0.7319375	0.9964585	1.0230861	1.4483349	0.9960252	1.0225987	0.9820548	1.4510068	0.5	1.045301e-01	 4.229781e-01	0.9387701	0.06022987	2.518333e-02	1.4471614	5.083913e-01
18	0.0	neg	0.9958052	0.9908360	1.0011276	0.9949915	0.9893728	1.0001601	0.9936663	0.9835870	1.0026391	0.9957228	0.9907379	1.0000440	0.9953708	0.9905758	1.0009365	0.9935391	0.9836074	1.0034758	0.2490750	0.2462768	0.2519592	0.2488969	0.2462478	0.2515117	0.2488089	0.2460513	0.2515637	0.2491777	0.2460805	0.2517456	0.2491284	0.2464116	0.2518626	0.2489094	0.2454605	0.2520433	0.7999551	0.7983836	0.8012646	0.7997058	0.7980536	0.8011888	0.7996330	0.7984409	0.8004851	0.7999210	0.7985561	0.8011945	0.7999563	0.7982155	0.8013386	0.7997090	0.7983768	0.8004850	0.9954396	0.9952669	0.9934464	0.9954694	0.9952977	0.9934810	0.9953782	0.5	9.536743e-07	-4.593613e-07	0.9387701	0.06022987	2.297587e-07	0.9989998	6.022964e-02
18	0.0	pos	1.0015065	0.9938012	1.0108506	1.0003323	0.9913558	1.0082741	1.0003414	0.9877930	1.0112807	1.0004503	0.9920450	1.0078499	1.0007025	0.9919902	1.0089226	0.9998919	0.9883014	1.0100786	0.2495743	0.2479356	0.2510444	0.2496633	0.2478798	0.2518052	0.2496189	0.2476504	0.2513685	0.2497301	0.2478630	0.2515335	0.2497694	0.2480425	0.2519649	0.2499166	0.2481992	0.2516222	0.8003347	0.7983207	0.8018732	0.8002920	0.7982596	0.8021572	0.8000487	0.7984880	0.8021453	0.8002439	0.7984605	0.8020495	0.8004227	0.7984028	0.8021292	0.8000806	0.7984055	0.8017851	1.0006773	1.0006655	0.9999947	1.0004843	1.0004719	0.9997981	0.9994426	0.5	9.536743e-07	 3.859016e-06	0.9387701	0.06022987	2.297587e-07	0.9990041	6.023396e-02
18	0.9	neg	0.9986346	0.9954310	1.0025216	1.0233089	1.0197146	1.0279075	0.9681197	0.9606207	0.9783636	0.9992890	0.9951937	1.0036444	1.0233197	1.0201992	1.0268070	0.9684009	0.9617994	0.9771406	0.2425126	0.2407406	0.2449795	0.2423991	0.2403763	0.2447303	0.2423179	0.2402834	0.2443239	0.2426439	0.2407267	0.2451719	0.2424881	0.2400028	0.2448704	0.2427518	0.2406436	0.2450873	0.8046294	0.8034940	0.8059828	0.8084472	0.8073430	0.8095270	0.7996873	0.7987409	0.8006386	0.8046407	0.8032612	0.8058379	0.8085167	0.8072594	0.8095784	0.7997877	0.7989116	0.8007338	0.9986897	1.0232407	0.9678959	0.9987484	1.0233000	0.9685920	0.9688124	0.5	9.930358e-02	-4.783207e-02	0.9387701	0.06022987	2.392417e-02	0.9750921	3.632196e-02
18	0.9	pos	1.0078574	1.0036263	1.0110057	1.0336961	1.0282932	1.0378067	1.4465686	1.4337558	1.4665549	1.0075990	1.0020352	1.0113978	1.0333321	1.0292505	1.0376822	1.0037237	0.9964887	1.0132564	0.3603068	0.3559650	0.3653281	0.3611057	0.3562368	0.3649480	0.3605728	0.3560924	0.3659022	0.3606725	0.3563650	0.3655997	0.3609402	0.3566220	0.3655466	0.3639513	0.3600155	0.3692790	0.7364439	0.7332833	0.7392136	0.7413998	0.7379103	0.7443771	0.8005155	0.7990091	0.8020385	0.7362021	0.7330337	0.7390939	0.7410421	0.7381882	0.7436360	0.7339021	0.7317921	0.7358057	1.0078527	1.0335161	1.4465284	1.0074136	1.0330202	1.0027749	1.4415808	0.5	9.930358e-02	 4.018292e-01	0.9387701	0.06022987	2.392417e-02	1.4247533	4.859832e-01
19	0.0	neg	0.9992037	0.9934874	1.0053970	0.9991341	0.9934919	1.0066764	0.9915729	0.9820432	1.0016006	0.9996683	0.9938864	1.0053499	0.9987578	0.9920771	1.0040271	0.9913701	0.9802676	1.0033118	0.2482439	0.2459206	0.2518387	0.2482405	0.2453773	0.2521061	0.2481218	0.2450944	0.2514388	0.2482235	0.2452254	0.2515413	0.2481674	0.2455398	0.2512756	0.2482302	0.2455155	0.2513024	0.8010562	0.7988228	0.8027087	0.8010589	0.7993989	0.8026716	0.7997754	0.7985716	0.8010857	0.8009736	0.7991851	0.8026182	0.8010133	0.7994634	0.8025770	0.7997701	0.7985838	0.8009642	0.9989213	0.9991545	0.9917748	0.9989591	0.9991918	0.9918296	0.9925010	0.5	4.768372e-07	-2.296806e-07	0.9387701	0.06022987	1.148794e-07	0.9989999	6.022975e-02
19	0.0	pos	0.9937691	0.9887500	0.9997752	0.9942486	0.9893413	0.9990027	0.9930332	0.9841057	1.0035310	0.9937793	0.9884306	0.9988148	0.9939387	0.9892493	0.9982939	0.9937025	0.9829250	1.0062559	0.2500440	0.2473523	0.2525328	0.2501418	0.2471580	0.2527747	0.2499195	0.2476751	0.2525642	0.2502647	0.2477720	0.2528728	0.2499972	0.2473348	0.2532438	0.2498782	0.2477859	0.2520838	0.7988285	0.7974524	0.8003333	0.7989771	0.7974466	0.8002943	0.7990175	0.7973450	0.8007587	0.7990246	0.7976271	0.8005451	0.7988018	0.7972588	0.8004090	0.7988539	0.7971895	0.8006622	0.9939233	0.9940334	0.9933511	0.9938118	0.9939217	0.9932051	1.0011766	0.5	4.768372e-07	 1.929508e-06	0.9387701	0.06022987	1.148794e-07	0.9990020	6.023191e-02
19	0.9	neg	1.0017497	0.9970240	1.0054027	1.0254560	1.0194610	1.0298986	0.9768382	0.9689873	0.9873736	1.0025499	0.9979553	1.0059168	1.0257953	1.0209844	1.0297000	0.9773057	0.9690249	0.9856798	0.2440790	0.2422179	0.2468445	0.2442246	0.2425539	0.2461633	0.2442587	0.2424883	0.2464228	0.2441856	0.2422831	0.2462756	0.2441286	0.2422109	0.2465350	0.2440410	0.2423562	0.2462314	0.8040387	0.8027528	0.8052770	0.8076145	0.8061213	0.8087213	0.8000938	0.7989685	0.8012235	0.8041025	0.8025316	0.8053703	0.8076862	0.8061133	0.8091216	0.8000563	0.7991931	0.8010347	1.0018889	1.0255463	0.9768921	1.0019591	1.0256175	0.9775499	0.9757145	0.5	9.433840e-02	-4.544047e-02	0.9387701	0.06022987	2.272796e-02	0.9762875	3.751736e-02
19	0.9	pos	0.9990131	0.9915322	1.0083844	1.0231796	1.0131018	1.0323942	1.4178930	1.4040089	1.4303185	0.9989314	0.9898242	1.0064597	1.0227717	1.0163743	1.0307336	1.0012884	0.9914723	1.0110928	0.3556255	0.3524493	0.3584528	0.3555822	0.3526910	0.3586409	0.3551458	0.3519191	0.3578874	0.3555973	0.3524989	0.3584572	0.3556558	0.3524043	0.3582719	0.3585566	0.3555978	0.3610643	0.7376279	0.7352309	0.7408056	0.7421430	0.7392520	0.7447435	0.7997451	0.7975615	0.8019324	0.7374194	0.7346417	0.7402370	0.7420002	0.7393459	0.7445729	0.7360784	0.7329650	0.7388343	0.9990862	1.0232891	1.4180019	0.9986056	1.0227616	1.0008629	1.4187830	0.5	9.433840e-02	 3.817377e-01	0.9387701	0.06022987	2.272796e-02	1.4034657	4.646955e-01
 2	0.0	neg	0.9949379	0.9914147	0.9985380	1.0099050	1.0060581	1.0145208	0.9834730	0.9746536	0.9906212	0.9952938	0.9911383	1.0004872	1.0095743	1.0055478	1.0149315	0.9835495	0.9749435	0.9914478	0.2462426	0.2442075	0.2487555	0.2462680	0.2437759	0.2482411	0.2461246	0.2434062	0.2485357	0.2462283	0.2436750	0.2483107	0.2465465	0.2441159	0.2486242	0.2462702	0.2442424	0.2486295	0.8015000	0.8001732	0.8033843	0.8039335	0.8027432	0.8054315	0.7998257	0.7986227	0.8010702	0.8016244	0.8000934	0.8030509	0.8039962	0.8023862	0.8056537	0.7998715	0.7987349	0.8014891	0.9948152	1.0099507	0.9835831	0.9949338	1.0100658	0.9843336	0.9855732	0.5	6.250000e-02	-3.010470e-02	0.9387701	0.06022987	1.505747e-02	0.9839528	4.518264e-02
 2	0.0	pos	0.9994578	0.9925993	1.0076608	1.0164477	1.0086482	1.0233036	1.2636206	1.2468882	1.2760836	0.9998699	0.9918225	1.0064070	1.0160834	1.0071473	1.0223152	1.0113348	0.9969020	1.0246663	0.3167195	0.3127062	0.3199737	0.3169759	0.3131150	0.3204427	0.3164744	0.3125360	0.3207726	0.3166427	0.3131008	0.3203905	0.3163677	0.3128641	0.3193468	0.3185488	0.3142446	0.3226851	0.7594761	0.7571794	0.7623166	0.7623727	0.7600362	0.7643252	0.7996600	0.7981419	0.8008937	0.7596764	0.7576897	0.7616618	0.7624503	0.7597428	0.7648614	0.7604929	0.7582846	0.7628570	1.0002165	1.0164794	1.2641104	0.9998546	1.0160987	1.0114587	1.2669309	0.5	6.250000e-02	 2.529045e-01	0.9387701	0.06022987	1.505747e-02	1.2669620	3.281918e-01
