t	P	cov	vg_HEreg_noa.mean	vg_HEreg_noa.CI95l	vg_HEreg_noa.CI95r	vg_HEreg_adj.mean	vg_HEreg_adj.CI95l	vg_HEreg_adj.CI95r	exp.vg	va.term1	va.term2	va.term3	va.term4	vg_GRMvarX_ganc.mean	vg_GRMvarX_ganc.CI95l	vg_GRMvarX_ganc.CI95r	vg_GRMvarX_noa.mean	vg_GRMvarX_noa.CI95l	vg_GRMvarX_noa.CI95r	vg_GRMvarX_gcta.mean	vg_GRMvarX_gcta.CI95l	vg_GRMvarX_gcta.CI95r	vg_GRMld_ganc.mean	vg_GRMld_ganc.CI95l	vg_GRMld_ganc.CI95r	vg_GRMld_noa.mean	vg_GRMld_noa.CI95l	vg_GRMld_noa.CI95r
7	0	pos	1.02273628	1.00916271	1.03393096	0.98964952	0.97507716	1.00724287	1.007373812	0.938770132	0.060229868	0.000470546	0.007903266	0.98852109	0.97400292	1.00179472	1.02564629	1.00687822	1.04786704	1.02337694	1.00986458	1.03861675	0.9923394	0.9839873	1.0033118	1.0061306	0.9970929	1.0187592
7	0.9	neg	0.05241167	0.05065985	0.05457878	0.06773241	0.06663374	0.06890469	0.956967825	0.938770132	0.060229868	0.042060763	-0.084092938	0.08706312	0.08583514	0.08863568	0.06718374	0.06567688	0.06935563	0.06736333	0.06571456	0.06951933	0.9585575	0.9495992	0.9666276	0.9594923	0.951138	0.9681483
7	0.9	pos	5.84878872	5.76507799	5.97081928	0.06548072	0.06378427	0.06703311	1.747511347	0.938770132	0.060229868	0.042060763	0.706450584	0.08414308	0.08254293	0.08616714	6.71090336	6.5949858	6.85711575	6.72066428	6.60002939	6.87387827	0.9399198	0.9277169	0.9527291	1.7381874	1.706645	1.7676192
8	0	neg	1.00108928	0.98941748	1.01579578	1.00143189	0.99023462	1.01520852	0.998764887	0.938770132	0.060229868	0.000235273	-0.000470386	1.00242866	0.99116775	1.01420669	1.00124722	0.9914004	1.01329862	1.00100163	0.98672699	1.01902803	1.0018662	0.9942143	1.01045	1.0010599	0.9940556	1.008906
8	0	pos	1.02884541	1.00912399	1.04730177	1.01231422	0.99627689	1.02882954	1.003186906	0.938770132	0.060229868	0.000235273	0.003951633	1.01467304	0.99407741	1.03310386	1.02771732	1.00504563	1.04925993	1.02935981	1.01084573	1.04717913	1.0064371	0.9964578	1.0165714	1.014412	1.0070297	1.0233791
8	0.9	neg	0.05818518	0.05702779	0.05953089	0.07348209	0.07285976	0.07421897	0.959069434	0.938770132	0.060229868	0.039957725	-0.079888291	0.09310636	0.09192109	0.09425605	0.07378395	0.07203715	0.07565424	0.07369592	0.07245514	0.07522911	0.9587372	0.9531974	0.9657401	0.9590079	0.9512223	0.9683859
8	0.9	pos	5.82519004	5.77357975	5.87705276	0.07327072	0.07077836	0.07565177	1.71008578	0.938770132	0.060229868	0.039957725	0.671128055	0.09309066	0.08925051	0.09552421	6.64202979	6.58236823	6.69594876	6.64369423	6.58041625	6.7065948	0.9600922	0.9393351	0.9735809	1.7183374	1.6956083	1.7368834
9	0	neg	0.99808287	0.98154472	1.01919565	0.99767638	0.97612639	1.01685467	0.998882443	0.938770132	0.060229868	0.000117636	-0.000235193	1.00018734	0.97925921	1.02298196	0.99997897	0.98244309	1.02033163	0.99920068	0.98096527	1.01799569	1.000193	0.9905802	1.0093932	1.001086	0.9923738	1.0103519
9	0	pos	0.99839932	0.98144279	1.02066734	0.9924343	0.96953742	1.01834865	1.001093453	0.938770132	0.060229868	0.000117636	0.001975816	0.99157158	0.97797791	1.01010089	0.99875555	0.97870072	1.02433037	0.99777117	0.98542302	1.01918061	0.9928423	0.981023	1.0087808	0.9966658	0.9868043	1.0065868
9	0.9	neg	0.06409736	0.06280335	0.0655479	0.0798155	0.07876214	0.08112709	0.961065962	0.938770132	0.060229868	0.037959839	-0.075893876	0.09995506	0.09833615	0.10164778	0.08034841	0.07877757	0.0823018	0.08019741	0.07831778	0.08209193	0.9580446	0.9482536	0.9689812	0.9584447	0.9479119	0.96936
9	0.9	pos	5.78022229	5.70688764	5.87071474	0.07854336	0.07778221	0.07946195	1.674531491	0.938770132	0.060229868	0.037959839	0.637571652	0.09861977	0.09768268	0.09999894	6.53965535	6.42117408	6.68026404	6.54161669	6.42766578	6.6503258	0.9493612	0.9449666	0.9538088	1.6669437	1.6562701	1.6774846
