theta	gen	t	P	cov	var.prs.geno	var.prs.lanc	mean.theta	var.theta	vg.term1	vg.term2	vg.term3	vg.term4	vg.sum	exp.theta	exp.var.theta	va.term4	va.term1	va.term2	va.term3	exp.vg	exp.vgamma
0.1	10	0	0	neg	0.935748342207858	1.47375490338944e-05	0.1	0.09	0.930609591458765	0.0216827524394448	0.0216827524394447	-0.0433507673298556	0.930624329007799	0.1	0.09	-0.0433507673298556	0.930609591458766	0.0216827524394447	0.0216827524394447	0.9306243290078	1.47375490338747e-05
0.1	10	0	0	pos	1.33466124947811	0.407547987736812	0.1	0.09	0.930609591458765	0.0216827524394448	0.0216827524394447	0.364182482857922	1.33815757919558	0.1	0.09	0.364182482857921	0.930609591458766	0.0216827524394447	0.0216827524394447	1.33815757919558	0.407547987736811
0.1	10	0	0.3	neg	0.935748342207858	1.47375490338944e-05	0.1	0.09	0.930609591458765	0.0216827524394448	0.0216827524394447	-0.0433507673298556	0.930624329007799	0.1	0.09	-0.0433507673298556	0.930609591458766	0.0216827524394447	0.0216827524394447	0.9306243290078	1.47375490338747e-05
0.1	10	0	0.3	pos	1.33466124947811	0.407547987736812	0.1	0.09	0.930609591458765	0.0216827524394448	0.0216827524394447	0.364182482857922	1.33815757919558	0.1	0.09	0.364182482857921	0.930609591458766	0.0216827524394447	0.0216827524394447	1.33815757919558	0.407547987736811
0.1	10	0	0.9	neg	0.935748342207858	1.47375490338944e-05	0.1	0.09	0.930609591458765	0.0216827524394448	0.0216827524394447	-0.0433507673298556	0.930624329007799	0.1	0.09	-0.0433507673298556	0.930609591458766	0.0216827524394447	0.0216827524394447	0.9306243290078	1.47375490338747e-05
0.1	10	0	0.9	pos	1.33466124947811	0.407547987736812	0.1	0.09	0.930609591458765	0.0216827524394448	0.0216827524394447	0.364182482857922	1.33815757919558	0.1	0.09	0.364182482857921	0.930609591458766	0.0216827524394447	0.0216827524394447	1.33815757919558	0.407547987736811
0.1	10	1	0	neg	0.942908714729309	0.0108548394532532	0.09999897	0.0451117414373035	0.930609570445373	0.0216825537260058	0.0108682969077477	-0.0217292067432572	0.94143121433587	0.1	0.045	-0.0216753836649278	0.930609591458766	0.0216827524394447	0.0108413762197224	0.941458336453005	0.0108487449942393
0.1	10	1	0	pos	1.14420884757511	0.215177125774582	0.09999897	0.0451117414373035	0.930609570445373	0.0216825537260058	0.0108682969077477	0.182543400029798	1.14570382110892	0.1	0.045	0.182091241428961	0.930609591458766	0.0216827524394447	0.0108413762197224	1.14522496154689	0.214615370088128
0.1	10	1	0.3	neg	0.941486740137819	0.00747947746028223	0.100008325	0.0585225142884912	0.930609761300018	0.0216843568537457	0.0140992132161247	-0.0281888433386504	0.938204488031238	0.1	0.0585	-0.0281779987644061	0.930609591458766	0.0216827524394447	0.0140937890856391	0.938208134219443	0.00759854276067767
0.1	10	1	0.3	pos	1.20169205854057	0.272517610330267	0.100008325	0.0585225142884912	0.930609761300018	0.0216843568537457	0.0140992132161247	0.236809717296344	1.20320304866623	0.1	0.0585	0.236718613857649	0.930609591458766	0.0216827524394447	0.0140937890856391	1.2031047468415	0.272495155382733
0.1	10	1	0.9	neg	0.934839450168163	0.00108179747105026	0.099999035	0.0856164175026668	0.930609571771461	0.0216825663846046	0.0206266620606941	-0.0412393043863765	0.931679495830383	0.1	0.0855	-0.0411832289633628	0.930609591458766	0.0216827524394447	0.0205986148174725	0.93170772975232	0.0010981382935544
0.1	10	1	0.9	pos	1.32509533795282	0.388957100538138	0.099999035	0.0856164175026668	0.930609571771461	0.0216825663846046	0.0206266620606941	0.346444438883574	1.31936323910033	0.1	0.0855	0.345973358715025	0.930609591458766	0.0216827524394447	0.0205986148174725	1.31886431743071	0.388254725971943
0.1	10	2	0	neg	0.954700426012211	0.0164004626076082	0.10001087	0.0225066041230535	0.930609813221458	0.0216848472687142	0.00542227917169728	-0.0108408728747073	0.946876066787162	0.1	0.0225	-0.0108376918324639	0.930609591458766	0.0216827524394447	0.00542068810986119	0.946875340175608	0.016265748716842
0.1	10	2	0	pos	1.04251897554202	0.117757455357666	0.10001087	0.0225066041230535	0.930609813221458	0.0216848472687142	0.00542227917169728	0.0910723441137108	1.04878928377558	0.1	0.0225	0.0910456207144804	0.930609591458766	0.0216827524394447	0.00542068810986119	1.04875865272255	0.118149061263786
0.1	10	2	0.3	neg	0.950084643173497	0.0126313105444042	0.10000233	0.0380890220386435	0.930609638993915	0.0216832012287279	0.00917638706138291	-0.0183465370246553	0.94312269025937	0.1	0.038025	-0.018315699196864	0.930609591458766	0.0216827524394447	0.00916096290566541	0.943137607607012	0.0125280161482462
0.1	10	2	0.3	pos	1.12094299386306	0.184661754280608	0.10000233	0.0380890220386435	0.930609638993915	0.0216832012287279	0.00917638706138291	0.154126162396259	1.11559538968029	0.1	0.038025	0.153867099007472	0.930609591458766	0.0216827524394447	0.00916096290566541	1.11532040581135	0.184710814352582
0.1	10	2	0.9	neg	0.93603801643942	0.00204877635162313	0.10000286	0.0814150683368225	0.930609649806631	0.0216833035829267	0.0196144752398644	-0.0392156187179321	0.93269180991149	0.1	0.081225	-0.0391240675151947	0.930609591458766	0.0216827524394447	0.0195686840765989	0.932736960459615	0.00212736900084894
0.1	10	2	0.9	pos	1.30271526493462	0.370662481457747	0.10000286	0.0814150683368225	0.930609649806631	0.0216833035829267	0.0196144752398644	0.329443796988349	1.30135122561777	0.1	0.081225	0.328674690779274	0.930609591458766	0.0216827524394447	0.0195686840765989	1.30053571875408	0.369926127295318
